strain	region	country																				
France/BRE-IPP02324/2022	Europe	France																				
France/BRE-HMN-22032020761/2022	Europe	France																				
France/BRE-HMN-22032010771/2022	Europe	France																				
France/BRE-HMN-22032010754/2022	Europe	France																				
France/BFC-HMN-22032010282/2022	Europe	France																				
France/BRE-HMN-22032010729/2022	Europe	France																				
France/BRE-HMN-22032010581/2022	Europe	France																				
France/BRE-HMN-22032010498/2022	Europe	France																				
France/BRE-HMN-22032010489/2022	Europe	France																				
France/BRE-HMN-22032010446/2022	Europe	France																				
France/BRE-HCL722000815901/2022	Europe	France																				
France/BRE-CHUP-8600837588/2022	Europe	France																				
France/BRE-CHUP-8600827992/2022	Europe	France																				
France/BRE-CHUP-8600825411/2022	Europe	France																				
France/BRE-CHUP-8600817941/2022	Europe	France																				
France/BRE-HMN-22032010635/2022	Europe	France																				
France/ARA-HMN-22022250354/2022	Europe	France																				
France/BFC-HMN-22022280438/2022	Europe	France																				
France/BFC-HMN-22022250134/2022	Europe	France																				
France/ARA-IPP14080/2022	Europe	France																				
France/ARA-IPP14076/2022	Europe	France																				
France/ARA-IPP12516/2022	Europe	France																				
France/ARA-IPP12437/2022	Europe	France																				
France/ARA-IPP12426/2022	Europe	France																				
France/ARA-IPP12413/2022	Europe	France																				
France/ARA-IPP12407/2022	Europe	France																				
France/ARA-IPP12399/2022	Europe	France																				
France/ARA-IPP12363/2022	Europe	France																				
France/ARA-HMN-22022250729/2022	Europe	France																				
France/ARA-HMN-22022250692/2022	Europe	France																				
France/ARA-HMN-22022250654/2022	Europe	France																				
France/ARA-HMN-22022250640/2022	Europe	France																				
France/ARA-HMN-22022250618/2022	Europe	France																				
France/ARA-HMN-22022250616/2022	Europe	France																				
France/ARA-HMN-22022250604/2022	Europe	France																				
France/ARA-HMN-22022250585/2022	Europe	France																				
France/ARA-HMN-22022250509/2022	Europe	France																				
France/ARA-HMN-22022250469/2022	Europe	France																				
France/ARA-IPP14097/2022	Europe	France																				
France/ARA-IPP14113/2022	Europe	France																				
France/ARA-IPP14114/2022	Europe	France																				
France/ARA-IPP14115/2022	Europe	France																				
France/BFC-HMN-22022210832/2022	Europe	France																				
France/BFC-HMN-22022210665/2022	Europe	France																				
France/BFC-HMN-22022210203/2022	Europe	France																				
France/BFC-HMN-22022180264/2022	Europe	France																				
France/BFC-HMN-22022180262/2022	Europe	France																				
France/BFC-HMN-22022180219/2022	Europe	France																				
France/BFC-HMN-22022170553/2022	Europe	France																				
France/BFC-HMN-22022170280/2022	Europe	France																				
France/BFC-HMN-22022160347/2022	Europe	France																				
France/BFC-HMN-22022280436/2022	Europe	France																				
France/BFC-HMN-22022100099/2022	Europe	France																				
France/BFC-HMN-22022020826/2022	Europe	France																				
France/BFC-HMN-22012240871/2022	Europe	France																				
France/BFC-HCL722000948401/2022	Europe	France																				
France/BFC-CERBAHC-02436051/2022	Europe	France																				
France/BFC-CERBAHC-02436037/2022	Europe	France																				
France/BFC-CERBAHC-02436023/2022	Europe	France																				
France/BFC-CERBAHC-02435865/2022	Europe	France																				
France/ARA-IPP14133/2022	Europe	France																				
France/ARA-IPP14121/2022	Europe	France																				
France/BFC-HMN-22022070666/2022	Europe	France																				
France/CVL-HMN-22032020303/2022	Europe	France																				
France/ARA-HCL022033567301/2022	Europe	France																				
France/ARA-HCL022032921401/2022	Europe	France																				
France/BRE-IPP15290/2022	Europe	France																				
France/BRE-IPP15292/2022	Europe	France																				
France/BRE-IPP15301/2022	Europe	France																				
France/BRE-IPP15317/2022	Europe	France																				
France/BRE-IPP15398/2022	Europe	France																				
France/BRE-IPP15402/2022	Europe	France																				
France/BRE-IPP15405/2022	Europe	France																				
France/BRE-IPP15408/2022	Europe	France																				
France/BRE-IPP15412/2022	Europe	France																				
France/BRE-IPP15413/2022	Europe	France																				
France/BRE-IPP15416/2022	Europe	France																				
France/BRE-IPP15419/2022	Europe	France																				
France/BRE-IPP15420/2022	Europe	France																				
France/BRE-IPP16933/2022	Europe	France																				
France/BRE-IPP16941/2022	Europe	France																				
France/BRE-IPP16945/2022	Europe	France																				
France/BRE-IPP16946/2022	Europe	France																				
France/BRE-IPP16951/2022	Europe	France																				
France/BRE-IPP16952/2022	Europe	France																				
France/BRE-IPP15283/2022	Europe	France																				
France/BRE-IPP15276/2022	Europe	France																				
France/BRE-IPP13795/2022	Europe	France																				
France/BRE-IPP13641/2022	Europe	France																				
France/ARA-CERBAHC-01993450/2022	Europe	France																				
France/ARA-CERBAHC-01991776/2022	Europe	France																				
France/ARA-CERBAHC-01991425/2022	Europe	France																				
France/ARA-CERBAHC-01991373/2022	Europe	France																				
France/BRE-IPP09831/2022	Europe	France																				
France/BRE-IPP10294/2022	Europe	France																				
France/BRE-IPP11180/2022	Europe	France																				
France/BRE-IPP11188/2022	Europe	France																				
France/BRE-IPP11193/2022	Europe	France																				
France/BRE-IPP16954/2022	Europe	France																				
France/BRE-IPP11215/2022	Europe	France																				
France/BRE-IPP11680/2022	Europe	France																				
France/BRE-IPP11687/2022	Europe	France																				
France/BRE-IPP11763/2022	Europe	France																				
France/BRE-IPP13086/2022	Europe	France																				
France/BRE-IPP13094/2022	Europe	France																				
France/BRE-IPP13113/2022	Europe	France																				
France/BRE-IPP13126/2022	Europe	France																				
France/BRE-IPP13140/2022	Europe	France																				
France/BRE-IPP13630/2022	Europe	France																				
France/BRE-IPP11665/2022	Europe	France																				
France/ARA-CERBAHC-01993710/2022	Europe	France																				
France/BRE-IPP16966/2022	Europe	France																				
France/COR-HCL022020283901/2022	Europe	France																				
France/CVL-HCL722000860501/2022	Europe	France																				
France/CVL-HCL722000950301/2022	Europe	France																				
France/CVL-HCL722000951201/2022	Europe	France																				
France/CVL-HCL722000952001/2022	Europe	France																				
France/CVL-HCL722000954001/2022	Europe	France																				
France/CVL-HCL722000955101/2022	Europe	France																				
France/CVL-HCL722000955201/2022	Europe	France																				
France/CVL-HCL722000956701/2022	Europe	France																				
France/CVL-HCL722000957401/2022	Europe	France																				
France/CVL-HMN-22022240150/2022	Europe	France																				
France/CVL-HMN-22022240259/2022	Europe	France																				
France/CVL-HMN-22022240332/2022	Europe	France																				
France/CVL-HMN-22022240459/2022	Europe	France																				
France/CVL-HMN-22022240505/2022	Europe	France																				
France/CVL-HMN-22022240529/2022	Europe	France																				
France/CVL-HMN-22022240555/2022	Europe	France																				
France/CVL-HMN-22022240560/2022	Europe	France																				
France/CVL-HMN-22022240687/2022	Europe	France																				
France/CVL-HMN-22022240688/2022	Europe	France																				
France/CVL-HCL722000857801/2022	Europe	France																				
France/CVL-HCL722000827501/2022	Europe	France																				
France/CVL-HCL722000702701/2022	Europe	France																				
France/CVL-HCL722000699701/2022	Europe	France																				
France/COR-HCL722000610401/2022	Europe	France																				
France/COR-HCL722000610601/2022	Europe	France																				
France/COR-HCL722000834601/2022	Europe	France																				
France/COR-HCL722000923601/2022	Europe	France																				
France/COR-HCL722000923901/2022	Europe	France																				
France/COR-HCL722000924801/2022	Europe	France																				
France/COR-HCL722000925501/2022	Europe	France																				
France/COR-HCL722000927601/2022	Europe	France																				
France/COR-HCL722000927901/2022	Europe	France																				
France/BRE-IPP17242/2022	Europe	France																				
France/COR-HCL722000928301/2022	Europe	France																				
France/COR-HCL722000928701/2022	Europe	France																				
France/CVL-CERBAHC-02150147/2022	Europe	France																				
France/CVL-CERBAHC-02150507/2022	Europe	France																				
France/CVL-CERBAHC-02198116/2022	Europe	France																				
France/CVL-CERBAHC-02329891/2022	Europe	France																				
France/CVL-CERBAHC-02330099/2022	Europe	France																				
France/CVL-CERBAHC-02331243/2022	Europe	France																				
France/CVL-HCL722000693801/2022	Europe	France																				
France/CVL-HCL722000698101/2022	Europe	France																				
France/COR-HCL722000928501/2022	Europe	France																				
France/ARA-HCL022033091001/2022	Europe	France																				
France/ARA-CERBAHC-02154163/2022	Europe	France																				
France/ARA-CERBAHC-0268303/2022	Europe	France																				
France/ARA-HCL022015226801/2022	Europe	France																				
France/ARA-HCL022012688901/2022	Europe	France																				
France/ARA-HCL022012459101/2022	Europe	France																				
France/ARA-HCL022012238001/2022	Europe	France																				
France/ARA-HCL022010223001/2022	Europe	France																				
France/ARA-HCL022006126801/2022	Europe	France																				
France/ARA-CFD700000304526/2022	Europe	France																				
France/ARA-CFD700000301789/2022	Europe	France																				
France/ARA-CFD700000298025/2022	Europe	France																				
France/ARA-CFD700000297961/2022	Europe	France																				
France/ARA-CFD700000296667/2022	Europe	France																				
France/ARA-CFD700000296664/2022	Europe	France																				
France/ARA-CFD700000295751/2022	Europe	France																				
France/ARA-CFD700000295681/2022	Europe	France																				
France/ARA-CFD700000295560/2022	Europe	France																				
France/ARA-CFD700000295267/2022	Europe	France																				
France/ARA-CFD700000295154/2022	Europe	France																				
France/ARA-CFD700000295118/2022	Europe	France																				
France/ARA-CFD700000295098/2022	Europe	France																				
France/ARA-HCL022019868401/2022	Europe	France																				
France/ARA-HCL022020845501/2022	Europe	France																				
France/ARA-HCL022021681001/2022	Europe	France																				
France/ARA-HCL022022465001/2022	Europe	France																				
France/ARA-HCL022032819501/2022	Europe	France																				
France/ARA-HCL022031223301/2022	Europe	France																				
France/ARA-HCL022031209601/2022	Europe	France																				
France/ARA-HCL022030889801/2022	Europe	France																				
France/ARA-HCL022029995301/2022	Europe	France																				
France/ARA-HCL022029214601/2022	Europe	France																				
France/ARA-HCL022028992801/2022	Europe	France																				
France/ARA-HCL022028513201/2022	Europe	France																				
France/ARA-HCL022028232501/2022	Europe	France																				
France/ARA-CFD700000294957/2022	Europe	France																				
France/ARA-HCL022026917001/2022	Europe	France																				
France/ARA-HCL022026875701/2022	Europe	France																				
France/ARA-HCL022026729701/2022	Europe	France																				
France/ARA-HCL022026313401/2022	Europe	France																				
France/ARA-HCL022025208401/2022	Europe	France																				
France/ARA-HCL022024976801/2022	Europe	France																				
France/ARA-HCL022024638801/2022	Europe	France																				
France/ARA-HCL022024597701/2022	Europe	France																				
France/ARA-HCL022023470001/2022	Europe	France																				
France/ARA-HCL022022465301/2022	Europe	France																				
France/ARA-HCL022026913601/2022	Europe	France																				
France/ARA-CERBAHC-02154297/2022	Europe	France																				
France/ARA-CFD700000294948/2022	Europe	France																				
France/ARA-CFD700000294031/2022	Europe	France																				
France/ARA-CFD220012698102/2022	Europe	France																				
France/ARA-CFD220012604602/2022	Europe	France																				
France/ARA-CFD220012604502/2022	Europe	France																				
France/ARA-CFD220012567701/2022	Europe	France																				
France/ARA-CFD220012527701/2022	Europe	France																				
France/ARA-CFD220012149301/2022	Europe	France																				
France/ARA-CFD220012084902/2022	Europe	France																				
France/ARA-CFD220011917401/2022	Europe	France																				
France/ARA-CFD220011733401/2022	Europe	France																				
France/ARA-CFD220011621802/2022	Europe	France																				
France/ARA-CFD220011621702/2022	Europe	France																				
France/ARA-CFD220011467801/2022	Europe	France																				
France/ARA-CFD220010247002/2022	Europe	France																				
France/ARA-CFD220009807202/2022	Europe	France																				
France/ARA-CFD220009604601/2022	Europe	France																				
France/ARA-CFD220008618501/2022	Europe	France																				
France/ARA-CFD220008550702/2022	Europe	France																				
France/ARA-CFD220008294902/2022	Europe	France																				
France/ARA-CFD220007596901/2022	Europe	France																				
France/ARA-CFD220012797102/2022	Europe	France																				
France/ARA-CFD220012813701/2022	Europe	France																				
France/ARA-CFD220012841801/2022	Europe	France																				
France/ARA-CFD220013030502/2022	Europe	France																				
France/ARA-CFD700000293648/2022	Europe	France																				
France/ARA-CFD700000291157/2022	Europe	France																				
France/ARA-CFD700000290995/2022	Europe	France																				
France/ARA-CFD700000290785/2022	Europe	France																				
France/ARA-CFD700000290711/2022	Europe	France																				
France/ARA-CFD700000290635/2022	Europe	France																				
France/ARA-CFD700000287844/2022	Europe	France																				
France/ARA-CFD700000287555/2022	Europe	France																				
France/ARA-CFD700000287138/2022	Europe	France																				
France/ARA-CFD700000294649/2022	Europe	France																				
France/ARA-CFD700000286719/2022	Europe	France																				
France/ARA-CFD700000280256/2022	Europe	France																				
France/ARA-CFD700000279117/2022	Europe	France																				
France/ARA-CFD700000259732/2022	Europe	France																				
France/ARA-CFD229002708901/2022	Europe	France																				
France/ARA-CFD223000891101/2022	Europe	France																				
France/ARA-CFD223000733801/2022	Europe	France																				
France/ARA-CFD220014043001/2022	Europe	France																				
France/ARA-CFD220013838101/2022	Europe	France																				
France/ARA-CFD220013031002/2022	Europe	France																				
France/ARA-CFD700000283415/2022	Europe	France																				
France/IDF-CERBAHC-02331095/2022	Europe	France																				
France/NAQ-HCL722001013901/2022	Europe	France																				
France/IDF-CERBAHC-02331292/2022	Europe	France																				
France/NOR-76582371/2022	Europe	France																				
France/NOR-77008014/2022	Europe	France																				
France/NOR-77008150/2022	Europe	France																				
France/NOR-77008971/2022	Europe	France																				
France/NOR-77009719/2022	Europe	France																				
France/IDF-CERBAHC-02331180/2022	Europe	France																				
France/NOR-77010068/2022	Europe	France																				
France/NOR-77010808/2022	Europe	France																				
France/NOR-77010929/2022	Europe	France																				
France/NOR-77011475/2022	Europe	France																				
France/NOR-77011628/2022	Europe	France																				
France/NOR-77011861/2022	Europe	France																				
France/NOR-77012393/2022	Europe	France																				
France/NOR-HMN-22022080269/2022	Europe	France																				
France/NOR-HMN-22022160317/2022	Europe	France																				
France/NOR-76582358/2022	Europe	France																				
France/NOR-76551422/2022	Europe	France																				
France/NOR-76547229/2022	Europe	France																				
France/NOR-76547220/2022	Europe	France																				
France/NOR-76538413/2022	Europe	France																				
France/NOR-76538580/2022	Europe	France																				
France/NOR-76538688/2022	Europe	France																				
France/NOR-76538931/2022	Europe	France																				
France/NOR-76538961/2022	Europe	France																				
France/NOR-76538962/2022	Europe	France																				
France/NOR-76538967/2022	Europe	France																				
France/NOR-HMN-22022160320/2022	Europe	France																				
France/NOR-76538982/2022	Europe	France																				
France/NOR-76539004/2022	Europe	France																				
France/NOR-76539009/2022	Europe	France																				
France/NOR-76539059/2022	Europe	France																				
France/NOR-76539158/2022	Europe	France																				
France/NOR-76539292/2022	Europe	France																				
France/NOR-76539300/2022	Europe	France																				
France/NOR-76547118/2022	Europe	France																				
France/NOR-76539002/2022	Europe	France																				
France/NOR-HMN-22022160325/2022	Europe	France																				
France/NOR-HMN-22022160396/2022	Europe	France																				
France/NOR-HMN-22022160409/2022	Europe	France																				
France/OCC-2202142413/2022	Europe	France																				
France/OCC-CERBAHC-01992483/2022	Europe	France																				
France/OCC-CERBAHC-01993027/2022	Europe	France																				
France/OCC-CERBAHC-02129512/2022	Europe	France																				
France/OCC-CERBAHC-02130315/2022	Europe	France																				
France/OCC-CERBAHC-02131500/2022	Europe	France																				
France/OCC-CERBAHC-02131548/2022	Europe	France																				
France/OCC-2202131295/2022	Europe	France																				
France/OCC-CERBAHC-02131864/2022	Europe	France																				
France/OCC-CERBAHC-02150802/2022	Europe	France																				
France/OCC-CERBAHC-02151127/2022	Europe	France																				
France/OCC-CERBAHC-02202290/2022	Europe	France																				
France/OCC-CERBAHC-02299802/2022	Europe	France																				
France/OCC-CERBAHC-02351186/2022	Europe	France																				
France/OCC-CERBAHC-02351421/2022	Europe	France																				
France/OCC-CERBAHC-02351498/2022	Europe	France																				
France/OCC-CERBAHC-02132188/2022	Europe	France																				
France/NOR-76535465/2022	Europe	France																				
France/OCC-2202072904/2022	Europe	France																				
France/OCC-2201313361/2022	Europe	France																				
France/NOR-HMN-22022210075/2022	Europe	France																				
France/NOR-HMN-22022210640/2022	Europe	France																				
France/NOR-HMN-22022230251/2022	Europe	France																				
France/NOR-HMN-22022230335/2022	Europe	France																				
France/NOR-HMN-22032030127/2022	Europe	France																				
France/NOR-HMN-22032030134/2022	Europe	France																				
France/NOR-HMN-22032030135/2022	Europe	France																				
France/OCC-2202072542/2022	Europe	France																				
France/NOR-HMN-22032030140/2022	Europe	France																				
France/NOR-HMN-22032030349/2022	Europe	France																				
France/NOR-HMN-22032030351/2022	Europe	France																				
France/NOR20115783/2022	Europe	France																				
France/NOR20416118/2022	Europe	France																				
France/NOR76509851/2022	Europe	France																				
France/NOR76511261/2022	Europe	France																				
France/NOR76515731/2022	Europe	France																				
France/NOR-HMN-22032030184/2022	Europe	France																				
France/OCC-CERBAHC-02351723/2022	Europe	France																				
France/NOR-76535230/2022	Europe	France																				
France/NOR-76534796/2022	Europe	France																				
France/NOR-20725599/2022	Europe	France																				
France/NOR-20735128/2022	Europe	France																				
France/NOR-20745588/2022	Europe	France																				
France/NOR-20755087/2022	Europe	France																				
France/NOR-20755785/2022	Europe	France																				
France/NOR-20755907/2022	Europe	France																				
France/NOR-20815541/2022	Europe	France																				
France/NOR-20845277/2022	Europe	France																				
France/NOR-20855372/2022	Europe	France																				
France/NOR-20865156/2022	Europe	France																				
France/NOR-20865289/2022	Europe	France																				
France/NOR-20875332/2022	Europe	France																				
France/NOR-20915249/2022	Europe	France																				
France/NOR-20915453/2022	Europe	France																				
France/NOR-20915486/2022	Europe	France																				
France/NOR-20725223/2022	Europe	France																				
France/NOR-20725016/2022	Europe	France																				
France/NOR-20715211/2022	Europe	France																				
France/NOR-20715009/2022	Europe	France																				
France/NAQ-IPP14771/2022	Europe	France																				
France/NAQ-IPP14818/2022	Europe	France																				
France/NAQ-IPP14821/2022	Europe	France																				
France/NAQ-IPP14882/2022	Europe	France																				
France/NOR-20416118/2022	Europe	France																				
France/NOR-20515341/2022	Europe	France																				
France/NOR-20515644/2022	Europe	France																				
France/NOR-20915494/2022	Europe	France																				
France/NOR-20545402/2022	Europe	France																				
France/NOR-20625253/2022	Europe	France																				
France/NOR-20625602/2022	Europe	France																				
France/NOR-20626148/2022	Europe	France																				
France/NOR-20635003/2022	Europe	France																				
France/NOR-20635275/2022	Europe	France																				
France/NOR-20635776/2022	Europe	France																				
France/NOR-20655343/2022	Europe	France																				
France/NOR-20615255/2022	Europe	France																				
France/NOR-20915636/2022	Europe	France																				
France/NOR-20915806/2022	Europe	France																				
France/NOR-20915842/2022	Europe	France																				
France/NOR-76526884/2022	Europe	France																				
France/NOR-76527011/2022	Europe	France																				
France/NOR-76527209/2022	Europe	France																				
France/NOR-76528093/2022	Europe	France																				
France/NOR-76528144/2022	Europe	France																				
France/NOR-76528165/2022	Europe	France																				
France/NOR-76528171/2022	Europe	France																				
France/NOR-76525443/2022	Europe	France																				
France/NOR-76528198/2022	Europe	France																				
France/NOR-76534091/2022	Europe	France																				
France/NOR-76534349/2022	Europe	France																				
France/NOR-76534535/2022	Europe	France																				
France/NOR-76534544/2022	Europe	France																				
France/NOR-76534560/2022	Europe	France																				
France/NOR-76534700/2022	Europe	France																				
France/NOR-76534757/2022	Europe	France																				
France/NOR-76534046/2022	Europe	France																				
France/NOR-76535229/2022	Europe	France																				
France/NOR-76525417/2022	Europe	France																				
France/NOR-76525383/2022	Europe	France																				
France/NOR-20945246/2022	Europe	France																				
France/NOR-76414054/2022	Europe	France																				
France/NOR-76459888/2022	Europe	France																				
France/NOR-76467406/2022	Europe	France																				
France/NOR-76483614/2022	Europe	France																				
France/NOR-76502753/2022	Europe	France																				
France/NOR-76506354/2022	Europe	France																				
France/NOR-76525400/2022	Europe	France																				
France/NOR-76506833/2022	Europe	France																				
France/NOR-76509851/2022	Europe	France																				
France/NOR-76511261/2022	Europe	France																				
France/NOR-76511982/2022	Europe	France																				
France/NOR-76515731/2022	Europe	France																				
France/NOR-76525202/2022	Europe	France																				
France/NOR-76525361/2022	Europe	France																				
France/NOR-76525370/2022	Europe	France																				
France/NOR-76507848/2022	Europe	France																				
France/OCC-CERBAHC-02351821/2022	Europe	France																				
France/OCC-CERBAHC-02351859/2022	Europe	France																				
France/OCC-CERBAHC-02352438/2022	Europe	France																				
France/PDL-IPP15480/2022	Europe	France																				
France/PDL-IPP15482/2022	Europe	France																				
France/PDL-IPP17235/2022	Europe	France																				
Japan/IC-3430/2022	Asia	Japan																				
Reunion/CHU522012920503/2022	Europe	France																				
Reunion/CHU522020843106/2022	Europe	France																				
Reunion/CHU522021116003/2022	Europe	France																				
Reunion/CHU722010578201/2022	Europe	France																				
Reunion/CHU722010730801/2022	Europe	France																				
Reunion/CHU722013375402/2022	Europe	France																				
Reunion/CHU722020480904/2022	Europe	France																				
Reunion/CHU722020504902/2022	Europe	France																				
Reunion/CHU722020693501/2022	Europe	France																				
Reunion/CHU722020695901/2022	Europe	France																				
Reunion/CHU722020697201/2022	Europe	France																				
France/PDL-IPP15458/2022	Europe	France																				
France/PDL-IPP15248/2022	Europe	France																				
France/PDL-IPP15244/2022	Europe	France																				
France/PDL-IPP14448/2022	Europe	France																				
France/PDL-IPP11723/2022	Europe	France																				
France/PDL-IPP11860/2022	Europe	France																				
France/PDL-IPP11861/2022	Europe	France																				
France/PDL-IPP12644/2022	Europe	France																				
France/PDL-IPP13000/2022	Europe	France																				
France/PDL-IPP13003/2022	Europe	France																				
France/PDL-IPP13029/2022	Europe	France																				
Reunion/CHU722020697501/2022	Europe	France																				
France/PDL-IPP13034/2022	Europe	France																				
France/PDL-IPP13311/2022	Europe	France																				
France/PDL-IPP13666/2022	Europe	France																				
France/PDL-IPP14334/2022	Europe	France																				
France/PDL-IPP14343/2022	Europe	France																				
France/PDL-IPP14350/2022	Europe	France																				
France/PDL-IPP14376/2022	Europe	France																				
France/PDL-IPP14436/2022	Europe	France																				
France/PDL-IPP13242/2022	Europe	France																				
Reunion/CHU722020736601/2022	Europe	France																				
Reunion/CHU722020756005/2022	Europe	France																				
Reunion/CHU722020937704/2022	Europe	France																				
Reunion/CHU79800011187803/2022	Europe	France																				
Reunion/CHU79800011193003/2022	Europe	France																				
Reunion/CHU79800011209202/2022	Europe	France																				
Reunion/CHU79800011211402/2022	Europe	France																				
Reunion/CHU79800011241401/2022	Europe	France																				
Reunion/CHU79800011253002/2022	Europe	France																				
Reunion/CHU79800011312803/2022	Europe	France																				
Reunion/CHU79800011174001/2022	Europe	France																				
Reunion/CHU79800012005501/2022	Europe	France																				
Reunion/CHU79800012021601/2022	Europe	France																				
Reunion/CHU79800012070602/2022	Europe	France																				
Reunion/CHU79800012073502/2022	Europe	France																				
Reunion/CHU79800012091402/2022	Europe	France																				
Reunion/CHU79800012099902/2022	Europe	France																				
Reunion/PIMIT_27272/2022	Europe	France																				
France/BRE-IPP08815/2022	Europe	France																				
Reunion/CHU79800012009901/2022	Europe	France																				
France/PDL-IPP11343/2022	Europe	France																				
Reunion/CHU79800011172203/2022	Europe	France																				
Reunion/CHU79800011130302/2022	Europe	France																				
Reunion/CHU722020945501/2022	Europe	France																				
Reunion/CHU722020950901/2022	Europe	France																				
Reunion/CHU722020951101/2022	Europe	France																				
Reunion/CHU722021288603/2022	Europe	France																				
Reunion/CHU722021289703/2022	Europe	France																				
Reunion/CHU722021719403/2022	Europe	France																				
Reunion/CHU722021849801/2022	Europe	France																				
Reunion/CHU79800011163603/2022	Europe	France																				
Reunion/CHU722022252801/2022	Europe	France																				
Reunion/CHU79800011001103/2022	Europe	France																				
Reunion/CHU79800011003103/2022	Europe	France																				
Reunion/CHU79800011009903/2022	Europe	France																				
Reunion/CHU79800011010902/2022	Europe	France																				
Reunion/CHU79800011011403/2022	Europe	France																				
Reunion/CHU79800011060102/2022	Europe	France																				
Reunion/CHU79800011111802/2022	Europe	France																				
Reunion/CHU722022458302/2022	Europe	France																				
France/PDL-IPP11323/2022	Europe	France																				
France/PDL-IPP10538/2022	Europe	France																				
France/PDL-IPP10527/2022	Europe	France																				
France/OCC-HCL722000691101/2022	Europe	France																				
France/OCC-HCL722000752801/2022	Europe	France																				
France/OCC-HCL722000754201/2022	Europe	France																				
France/OCC-HCL722000754901/2022	Europe	France																				
France/OCC-HCL722000762801/2022	Europe	France																				
France/OCC-HCL722000770101/2022	Europe	France																				
France/OCC-HCL722000880801/2022	Europe	France																				
France/OCC-HCL722000647401/2022	Europe	France																				
France/OCC-HCL722000881701/2022	Europe	France																				
France/OCC-HCL722000935001/2022	Europe	France																				
France/OCC-HCL722000935901/2022	Europe	France																				
France/OCC-HCL722000947401/2022	Europe	France																				
France/OCC-IPP07373/2022	Europe	France																				
France/OCC-IPP12333/2021	Europe	France																				
France/OCC-IPP12335/2021	Europe	France																				
France/PAC-CERBAHC-0125191/2022	Europe	France																				
France/OCC-HCL722000885301/2022	Europe	France																				
France/PAC-CERBAHC-01750103/2022	Europe	France																				
France/OCC-HCL722000646101/2022	Europe	France																				
France/OCC-HCL722000605801/2022	Europe	France																				
France/OCC-CERBAHC-02352484/2022	Europe	France																				
France/OCC-CERBAHC-02352622/2022	Europe	France																				
France/OCC-CERBAHC-12257834/2021	Europe	France																				
France/OCC-CHU-TLS-220111656201/2022	Europe	France																				
France/OCC-CHU-TLS-220161105601/2022	Europe	France																				
France/OCC-CHU-TLS-220201477201/2022	Europe	France																				
France/OCC-CHU-TLS-220201548201/2022	Europe	France																				
France/OCC-HCL722000643801/2022	Europe	France																				
France/OCC-CHU-TLS-220211236501/2022	Europe	France																				
France/OCC-CHU-TLS-220291221801/2022	Europe	France																				
France/OCC-CHU-TLS-220301175401/2022	Europe	France																				
France/OCC-CHU-TLS-220301197301/2022	Europe	France																				
France/OCC-CHU-TLS-220311521701/2022	Europe	France																				
France/OCC-HCL022023668001/2022	Europe	France																				
France/OCC-HCL722000104101/2022	Europe	France																				
France/OCC-HCL722000451301/2022	Europe	France																				
France/OCC-CHU-TLS-220241569401/2022	Europe	France																				
France/NAQ-IPP14759/2022	Europe	France																				
France/PAC-CERBAHC-01885723/2022	Europe	France																				
France/PAC-CERBAHC-01966938/2022	Europe	France																				
France/PAC-ChTo-T221021257/2022	Europe	France																				
France/PAC-HCL022037164501/2022	Europe	France																				
France/PAC-HCL722000854201/2022	Europe	France																				
France/PAC-IHU-56598/2021	Europe	France																				
France/PDL-IPP01829/2022	Europe	France																				
France/PDL-IPP04534/2022	Europe	France																				
France/PDL-IPP06413/2022	Europe	France																				
France/PAC-ChTo-T220940785/2022	Europe	France																				
France/PDL-IPP06419/2022	Europe	France																				
France/PDL-IPP08184/2022	Europe	France																				
France/PDL-IPP09289/2022	Europe	France																				
France/PDL-IPP09325/2022	Europe	France																				
France/PDL-IPP09327/2022	Europe	France																				
France/PDL-IPP09329/2022	Europe	France																				
France/PDL-IPP09339/2022	Europe	France																				
France/PDL-IPP09915/2022	Europe	France																				
France/PDL-IPP08176/2022	Europe	France																				
France/PAC-CERBAHC-01966110/2022	Europe	France																				
France/PAC-ChTo-T220920031/2022	Europe	France																				
France/PAC-ChTo-T220750893/2022	Europe	France																				
France/PAC-CERBAHC-01967681/2022	Europe	France																				
France/PAC-CERBAHC-02100210/2022	Europe	France																				
France/PAC-CERBAHC-02150787/2022	Europe	France																				
France/PAC-CERBAHC-02241778/2022	Europe	France																				
France/PAC-CERBAHC-02241801/2022	Europe	France																				
France/PAC-CERBAHC-02241982/2022	Europe	France																				
France/PAC-CERBAHC-02242176/2022	Europe	France																				
France/PAC-ChTo-T220911031/2022	Europe	France																				
France/PAC-CERBAHC-02242226/2022	Europe	France																				
France/PAC-CERBAHC-02242402/2022	Europe	France																				
France/PAC-CERBAHC-02242542/2022	Europe	France																				
France/PAC-CERBAHC-02242590/2022	Europe	France																				
France/PAC-CERBAHC-02368514/2022	Europe	France																				
France/PAC-CERBAHC-02435590/2022	Europe	France																				
France/PAC-ChTo-F220410363/2022	Europe	France																				
France/PAC-ChTo-T220750848/2022	Europe	France																				
France/PAC-CERBAHC-02242311/2022	Europe	France																				
France/NAQ-IPP14753/2022	Europe	France																				
France/NOR-77009834/2022	Europe	France																				
France/NAQ-IPP14723/2022	Europe	France																				
France/IDF-HMN-22022190103/2022	Europe	France																				
France/IDF-HMN-22022210252/2022	Europe	France																				
France/IDF-HMN-22022210791/2022	Europe	France																				
France/IDF-HMN-22022230357/2022	Europe	France																				
