strain	region	country																				
Germany/BW-RKI-I-602968/2022	Europe	Germany																				
Germany/BW-RKI-I-602135/2022	Europe	Germany																				
Germany/BW-RKI-I-602967/2022	Europe	Germany																				
Germany/BW-RKI-I-602950/2022	Europe	Germany																				
Germany/BW-RKI-I-602842/2022	Europe	Germany																				
Germany/BW-RKI-I-602850/2022	Europe	Germany																				
Germany/BW-RKI-I-602852/2022	Europe	Germany																				
Germany/BW-RKI-I-602853/2022	Europe	Germany																				
Germany/BW-RKI-I-602856/2022	Europe	Germany																				
Germany/BW-RKI-I-602857/2022	Europe	Germany																				
Germany/BW-RKI-I-602873/2022	Europe	Germany																				
Germany/BW-RKI-I-602888/2022	Europe	Germany																				
Germany/BW-RKI-I-602890/2022	Europe	Germany																				
Germany/BW-RKI-I-602901/2022	Europe	Germany																				
Germany/BW-RKI-I-602902/2022	Europe	Germany																				
Germany/BW-RKI-I-602913/2022	Europe	Germany																				
Germany/BW-RKI-I-602919/2022	Europe	Germany																				
Germany/BW-RKI-I-602931/2022	Europe	Germany																				
Germany/BW-RKI-I-602933/2022	Europe	Germany																				
Germany/BW-RKI-I-602952/2022	Europe	Germany																				
Germany/BW-RKI-I-602822/2022	Europe	Germany																				
Germany/BW-RKI-I-603067/2022	Europe	Germany																				
Germany/BW-RKI-I-603077/2022	Europe	Germany																				
Germany/BW-RKI-I-603248/2022	Europe	Germany																				
Germany/BW-RKI-I-603250/2022	Europe	Germany																				
Germany/BW-RKI-I-603254/2022	Europe	Germany																				
Germany/BW-RKI-I-603265/2022	Europe	Germany																				
Germany/BW-RKI-I-603267/2022	Europe	Germany																				
Germany/BW-RKI-I-603268/2022	Europe	Germany																				
Germany/BW-RKI-I-603276/2022	Europe	Germany																				
Germany/BW-RKI-I-603283/2022	Europe	Germany																				
Germany/BW-RKI-I-603284/2022	Europe	Germany																				
Germany/BW-RKI-I-603289/2022	Europe	Germany																				
Germany/BW-RKI-I-603298/2022	Europe	Germany																				
Germany/BW-RKI-I-603299/2022	Europe	Germany																				
Germany/BW-RKI-I-603309/2022	Europe	Germany																				
Germany/BW-RKI-I-603311/2022	Europe	Germany																				
Germany/BW-RKI-I-603322/2022	Europe	Germany																				
Germany/BW-RKI-I-603245/2022	Europe	Germany																				
Germany/BW-RKI-I-603075/2022	Europe	Germany																				
Germany/BW-RKI-I-603243/2022	Europe	Germany																				
Germany/BW-RKI-I-603236/2022	Europe	Germany																				
Germany/BW-RKI-I-603079/2022	Europe	Germany																				
Germany/BW-RKI-I-603091/2022	Europe	Germany																				
Germany/BW-RKI-I-603092/2022	Europe	Germany																				
Germany/BW-RKI-I-603115/2022	Europe	Germany																				
Germany/BW-RKI-I-603118/2022	Europe	Germany																				
Germany/BW-RKI-I-603120/2022	Europe	Germany																				
Germany/BW-RKI-I-603141/2022	Europe	Germany																				
Germany/BW-RKI-I-603147/2022	Europe	Germany																				
Germany/BW-RKI-I-603149/2022	Europe	Germany																				
Germany/BW-RKI-I-603175/2022	Europe	Germany																				
Germany/BW-RKI-I-603199/2022	Europe	Germany																				
Germany/BW-RKI-I-603202/2022	Europe	Germany																				
Germany/BW-RKI-I-603217/2022	Europe	Germany																				
Germany/BW-RKI-I-603219/2022	Europe	Germany																				
Germany/BW-RKI-I-603225/2022	Europe	Germany																				
Germany/BW-RKI-I-603237/2022	Europe	Germany																				
Germany/BW-RKI-I-602815/2022	Europe	Germany																				
Germany/BW-RKI-I-603062/2022	Europe	Germany																				
Germany/BW-RKI-I-602794/2022	Europe	Germany																				
Germany/BW-RKI-I-602313/2022	Europe	Germany																				
Germany/BW-RKI-I-602317/2022	Europe	Germany																				
Germany/BW-RKI-I-602321/2022	Europe	Germany																				
Germany/BW-RKI-I-602322/2022	Europe	Germany																				
Germany/BW-RKI-I-602325/2022	Europe	Germany																				
Germany/BW-RKI-I-602326/2022	Europe	Germany																				
Germany/BW-RKI-I-602328/2022	Europe	Germany																				
Germany/BW-RKI-I-602331/2022	Europe	Germany																				
Germany/BW-RKI-I-602336/2022	Europe	Germany																				
Germany/BW-RKI-I-602339/2022	Europe	Germany																				
Germany/BW-RKI-I-602344/2022	Europe	Germany																				
Germany/BW-RKI-I-602358/2022	Europe	Germany																				
Germany/BW-RKI-I-602359/2022	Europe	Germany																				
Germany/BW-RKI-I-602364/2022	Europe	Germany																				
Germany/BW-RKI-I-602385/2022	Europe	Germany																				
Germany/BW-RKI-I-602290/2022	Europe	Germany																				
Germany/BW-RKI-I-602392/2022	Europe	Germany																				
Germany/BW-RKI-I-602285/2022	Europe	Germany																				
Germany/BW-RKI-I-602267/2022	Europe	Germany																				
Germany/BW-RKI-I-602149/2022	Europe	Germany																				
Germany/BW-RKI-I-602797/2022	Europe	Germany																				
Germany/BW-RKI-I-602176/2022	Europe	Germany																				
Germany/BW-RKI-I-602177/2022	Europe	Germany																				
Germany/BW-RKI-I-602193/2022	Europe	Germany																				
Germany/BW-RKI-I-602203/2022	Europe	Germany																				
Germany/BW-RKI-I-602204/2022	Europe	Germany																				
Germany/BW-RKI-I-602216/2022	Europe	Germany																				
Germany/BW-RKI-I-602228/2022	Europe	Germany																				
Germany/BW-RKI-I-602248/2022	Europe	Germany																				
Germany/BW-RKI-I-602249/2022	Europe	Germany																				
Germany/BW-RKI-I-602250/2022	Europe	Germany																				
Germany/BW-RKI-I-602252/2022	Europe	Germany																				
Germany/BW-RKI-I-602257/2022	Europe	Germany																				
Germany/BW-RKI-I-602266/2022	Europe	Germany																				
Germany/BW-RKI-I-602282/2022	Europe	Germany																				
Germany/BW-RKI-I-602398/2022	Europe	Germany																				
Germany/BW-RKI-I-602314/2022	Europe	Germany																				
Germany/BW-RKI-I-602682/2022	Europe	Germany																				
Germany/BW-RKI-I-602626/2022	Europe	Germany																				
Germany/BW-RKI-I-602627/2022	Europe	Germany																				
Germany/BW-RKI-I-602636/2022	Europe	Germany																				
Germany/BW-RKI-I-602638/2022	Europe	Germany																				
Germany/BW-RKI-I-602685/2022	Europe	Germany																				
Germany/BW-RKI-I-602691/2022	Europe	Germany																				
Germany/BW-RKI-I-602697/2022	Europe	Germany																				
Germany/BW-RKI-I-602715/2022	Europe	Germany																				
Germany/BW-RKI-I-602718/2022	Europe	Germany																				
Germany/BW-RKI-I-602720/2022	Europe	Germany																				
Germany/BW-RKI-I-602727/2022	Europe	Germany																				
Germany/BW-RKI-I-602729/2022	Europe	Germany																				
Germany/BW-RKI-I-602417/2022	Europe	Germany																				
Germany/BW-RKI-I-602740/2022	Europe	Germany																				
Germany/BW-RKI-I-602782/2022	Europe	Germany																				
Germany/BW-RKI-I-602579/2022	Europe	Germany																				
Germany/BW-RKI-I-602572/2022	Europe	Germany																				
Germany/BW-RKI-I-602585/2022	Europe	Germany																				
Germany/BW-RKI-I-602544/2022	Europe	Germany																				
Germany/BW-RKI-I-602425/2022	Europe	Germany																				
Germany/BW-RKI-I-602435/2022	Europe	Germany																				
Germany/BW-RKI-I-602448/2022	Europe	Germany																				
Germany/BW-RKI-I-602452/2022	Europe	Germany																				
Germany/BW-RKI-I-602455/2022	Europe	Germany																				
Germany/BW-RKI-I-602460/2022	Europe	Germany																				
Germany/BW-RKI-I-602468/2022	Europe	Germany																				
Germany/BW-RKI-I-602567/2022	Europe	Germany																				
Germany/BW-RKI-I-602489/2022	Europe	Germany																				
Germany/BW-RKI-I-602484/2022	Europe	Germany																				
Germany/BW-RKI-I-602500/2022	Europe	Germany																				
Germany/BW-RKI-I-602505/2022	Europe	Germany																				
Germany/BW-RKI-I-602515/2022	Europe	Germany																				
Germany/BW-RKI-I-602519/2022	Europe	Germany																				
Germany/BW-RKI-I-602533/2022	Europe	Germany																				
Germany/BW-RKI-I-602491/2022	Europe	Germany																				
Greece/333020/2022	Europe	Greece																				
Greece/333161/2022	Europe	Greece																				
Greece/333022/2022	Europe	Greece																				
Greece/333023/2022	Europe	Greece																				
Greece/332944/2022	Europe	Greece																				
Greece/333024/2022	Europe	Greece																				
Greece/333408/2022	Europe	Greece																				
Greece/329214/2022	Europe	Greece																				
Greece/333435/2022	Europe	Greece																				
Greece/333443/2022	Europe	Greece																				
Greece/333485/2022	Europe	Greece																				
Greece/333497/2022	Europe	Greece																				
Greece/333527/2022	Europe	Greece																				
Greece/332941/2022	Europe	Greece																				
Greece/333712/2022	Europe	Greece																				
Greece/333409/2022	Europe	Greece																				
Greece/332684/2022	Europe	Greece																				
Greece/329752/2022	Europe	Greece																				
Greece/332483/2022	Europe	Greece																				
Greece/333723/2022	Europe	Greece																				
Greece/330947/2022	Europe	Greece																				
Greece/331282/2022	Europe	Greece																				
Greece/331578/2022	Europe	Greece																				
Greece/331612/2022	Europe	Greece																				
Greece/331621/2022	Europe	Greece																				
Greece/331623/2022	Europe	Greece																				
Greece/331629/2022	Europe	Greece																				
Greece/332188/2022	Europe	Greece																				
Greece/332212/2022	Europe	Greece																				
Greece/332393/2022	Europe	Greece																				
Greece/332429/2022	Europe	Greece																				
Greece/332439/2022	Europe	Greece																				
Greece/332440/2022	Europe	Greece																				
Greece/332442/2022	Europe	Greece																				
Greece/332664/2022	Europe	Greece																				
Greece/333725/2022	Europe	Greece																				
Greece/335328/2022	Europe	Greece																				
Greece/333881/2022	Europe	Greece																				
Greece/334930/2022	Europe	Greece																				
Greece/334942/2022	Europe	Greece																				
Greece/334946/2022	Europe	Greece																				
Greece/335026/2022	Europe	Greece																				
Greece/335156/2022	Europe	Greece																				
Greece/335189/2022	Europe	Greece																				
Greece/335192/2022	Europe	Greece																				
Greece/335197/2022	Europe	Greece																				
Greece/335202/2022	Europe	Greece																				
Greece/335203/2022	Europe	Greece																				
Greece/335307/2022	Europe	Greece																				
Greece/335317/2022	Europe	Greece																				
Greece/335322/2022	Europe	Greece																				
Greece/335333/2022	Europe	Greece																				
Greece/12900/2022	Europe	Greece																				
Greece/334904/2022	Europe	Greece																				
Greece/334899/2022	Europe	Greece																				
Greece/334767/2022	Europe	Greece																				
Greece/334757/2022	Europe	Greece																				
Greece/333906/2022	Europe	Greece																				
Greece/333918/2022	Europe	Greece																				
Greece/334076/2022	Europe	Greece																				
Greece/334086/2022	Europe	Greece																				
Greece/334100/2022	Europe	Greece																				
Greece/334107/2022	Europe	Greece																				
Greece/334270/2022	Europe	Greece																				
Greece/333844/2022	Europe	Greece																				
Greece/334287/2022	Europe	Greece																				
Greece/334329/2022	Europe	Greece																				
Greece/334468/2022	Europe	Greece																				
Greece/334480/2022	Europe	Greece																				
Greece/334512/2022	Europe	Greece																				
Greece/334514/2022	Europe	Greece																				
Greece/334714/2022	Europe	Greece																				
Greece/334729/2022	Europe	Greece																				
Greece/334288/2022	Europe	Greece																				
Greece/12619/2022	Europe	Greece																				
Greece/335316/2022	Europe	Greece																				
Greece/12559/2022	Europe	Greece																				
Greece/12587/2022	Europe	Greece																				
Greece/10373/2022	Europe	Greece																				
Greece/10618/2022	Europe	Greece																				
Greece/10801/2022	Europe	Greece																				
Greece/10838/2022	Europe	Greece																				
Greece/11077/2022	Europe	Greece																				
Greece/11322/2022	Europe	Greece																				
Greece/11341/2022	Europe	Greece																				
Greece/11342/2022	Europe	Greece																				
Greece/11704/2022	Europe	Greece																				
Greece/10987/2022	Europe	Greece																				
Greece/11797/2022	Europe	Greece																				
Greece/11867/2022	Europe	Greece																				
Greece/11869/2022	Europe	Greece																				
Greece/11870/2022	Europe	Greece																				
Greece/11922/2022	Europe	Greece																				
Greece/11954/2022	Europe	Greece																				
Greece/12073/2022	Europe	Greece																				
Greece/12329/2022	Europe	Greece																				
Greece/12443/2022	Europe	Greece																				
Greece/11795/2022	Europe	Greece																				
Greece/12526/2022	Europe	Greece																				
India/GJ-INSACOG-GBRC5097/2022	Asia	India																				
India/GJ-INSACOG-GBRC5100/2022	Asia	India																				
India/GJ-INSACOG-GBRC5101/2022	Asia	India																				
India/GJ-INSACOG-GBRC5103/2022	Asia	India																				
India/GJ-INSACOG-GBRC5108/2022	Asia	India																				
India/GJ-INSACOG-GBRC5118/2022	Asia	India																				
India/GJ-INSACOG-GBRC5112/2022	Asia	India																				
India/GJ-INSACOG-GBRC5113/2022	Asia	India																				
India/GJ-INSACOG-GBRC5115/2022	Asia	India																				
India/GJ-INSACOG-GBRC5122/2022	Asia	India																				
India/GJ-INSACOG-GBRC5094/2022	Asia	India																				
India/GJ-INSACOG-GBRC5110/2022	Asia	India																				
India/GJ-INSACOG-GBRC5093/2022	Asia	India																				
India/GJ-INSACOG-GBRC5062/2022	Asia	India																				
India/GJ-INSACOG-GBRC5083/2022	Asia	India																				
India/GJ-INSACOG-GBRC5082/2022	Asia	India																				
India/GJ-INSACOG-GBRC5081/2022	Asia	India																				
India/GJ-INSACOG-GBRC5069/2022	Asia	India																				
India/GJ-INSACOG-GBRC5068/2022	Asia	India																				
India/GJ-INSACOG-GBRC5066/2022	Asia	India																				
India/GJ-INSACOG-GBRC5065/2022	Asia	India																				
India/GJ-INSACOG-GBRC5064/2022	Asia	India																				
India/GJ-INSACOG-GBRC5063/2022	Asia	India																				
India/GJ-INSACOG-GBRC5124/2022	Asia	India																				
India/GJ-INSACOG-GBRC5061/2022	Asia	India																				
India/GJ-INSACOG-GBRC5060/2022	Asia	India																				
India/GJ-INSACOG-GBRC5058/2022	Asia	India																				
India/GJ-INSACOG-GBRC5092/2022	Asia	India																				
India/GJ-INSACOG-GBRC5131/2022	Asia	India																				
India/GJ-INSACOG-GBRC5187/2022	Asia	India																				
India/GJ-INSACOG-GBRC5149/2022	Asia	India																				
India/GJ-INSACOG-GBRC5273/2022	Asia	India																				
India/GJ-INSACOG-GBRC5256/2022	Asia	India																				
India/GJ-INSACOG-GBRC5255/2022	Asia	India																				
India/GJ-INSACOG-GBRC5253/2022	Asia	India																				
India/GJ-INSACOG-GBRC5248/2022	Asia	India																				
India/GJ-INSACOG-GBRC5238/2022	Asia	India																				
India/GJ-INSACOG-GBRC5230/2022	Asia	India																				
India/GJ-INSACOG-GBRC5228/2022	Asia	India																				
India/GJ-INSACOG-GBRC5227/2022	Asia	India																				
India/GJ-INSACOG-GBRC5212/2022	Asia	India																				
India/GJ-INSACOG-GBRC5210/2022	Asia	India																				
India/GJ-INSACOG-GBRC5205/2022	Asia	India																				
India/GJ-INSACOG-GBRC5201/2022	Asia	India																				
India/GJ-INSACOG-GBRC5198/2022	Asia	India																				
India/GJ-INSACOG-GBRC5195/2022	Asia	India																				
India/GJ-INSACOG-GBRC5192/2022	Asia	India																				
India/GJ-INSACOG-GBRC5189/2022	Asia	India																				
India/GJ-INSACOG-GBRC5188/2022	Asia	India																				
India/GJ-INSACOG-GBRC5054/2022	Asia	India																				
India/GJ-INSACOG-GBRC5185/2022	Asia	India																				
India/GJ-INSACOG-GBRC5173/2022	Asia	India																				
India/GJ-INSACOG-GBRC5170/2022	Asia	India																				
India/GJ-INSACOG-GBRC5162/2022	Asia	India																				
India/GJ-INSACOG-GBRC5161/2022	Asia	India																				
India/GJ-INSACOG-GBRC5160/2022	Asia	India																				
India/GJ-INSACOG-GBRC5159/2022	Asia	India																				
India/GJ-INSACOG-GBRC5151/2022	Asia	India																				
India/GJ-INSACOG-GBRC5144/2022	Asia	India																				
India/GJ-INSACOG-GBRC5041/2022	Asia	India																				
India/GJ-INSACOG-GBRC4984/2022	Asia	India																				
India/GJ-INSACOG-GBRC5027/2022	Asia	India																				
India/GJ-INSACOG-GBRC4916/2022	Asia	India																				
India/GJ-INSACOG-GBRC4906/2022	Asia	India																				
India/GJ-INSACOG-GBRC4900/2022	Asia	India																				
India/GJ-INSACOG-GBRC4899/2022	Asia	India																				
India/GJ-INSACOG-GBRC4898/2022	Asia	India																				
India/GJ-INSACOG-GBRC4896/2022	Asia	India																				
India/GJ-INSACOG-GBRC4894/2022	Asia	India																				
India/GJ-INSACOG-GBRC4890/2022	Asia	India																				
India/GJ-INSACOG-GBRC4887/2022	Asia	India																				
India/GJ-INSACOG-GBRC4881/2022	Asia	India																				
India/GJ-INSACOG-GBRC4880/2022	Asia	India																				
India/GJ-INSACOG-GBRC4873/2022	Asia	India																				
India/GJ-INSACOG-GBRC4872/2022	Asia	India																				
India/GJ-INSACOG-GBRC4871/2022	Asia	India																				
India/GJ-INSACOG-GBRC4869/2022	Asia	India																				
India/GJ-INSACOG-GBRC4863/2022	Asia	India																				
India/GJ-INSACOG-GBRC4859/2022	Asia	India																				
India/GJ-INSACOG-GBRC4853/2022	Asia	India																				
India/GJ-INSACOG-GBRC4827/2022	Asia	India																				
India/GJ-INSACOG-GBRC4815/2022	Asia	India																				
India/GJ-INSACOG-GBRC4811/2022	Asia	India																				
India/GJ-INSACOG-GBRC4810/2022	Asia	India																				
India/GJ-INSACOG-GBRC4808/2022	Asia	India																				
India/GJ-INSACOG-GBRC4805/2022	Asia	India																				
India/GJ-INSACOG-GBRC4802/2022	Asia	India																				
India/GJ-INSACOG-GBRC4801/2022	Asia	India																				
India/GJ-INSACOG-GBRC4800/2022	Asia	India																				
India/GJ-INSACOG-GBRC4918/2022	Asia	India																				
India/GJ-INSACOG-GBRC5039/2022	Asia	India																				
India/GJ-INSACOG-GBRC4919/2022	Asia	India																				
India/GJ-INSACOG-GBRC4929/2022	Asia	India																				
India/GJ-INSACOG-GBRC5025/2022	Asia	India																				
India/GJ-INSACOG-GBRC5002/2022	Asia	India																				
India/GJ-INSACOG-GBRC5000/2022	Asia	India																				
India/GJ-INSACOG-GBRC4999/2022	Asia	India																				
India/GJ-INSACOG-GBRC4997/2022	Asia	India																				
India/GJ-INSACOG-GBRC4996/2022	Asia	India																				
India/GJ-INSACOG-GBRC4995/2022	Asia	India																				
India/GJ-INSACOG-GBRC4993/2022	Asia	India																				
India/GJ-INSACOG-GBRC5274/2022	Asia	India																				
India/GJ-INSACOG-GBRC4983/2022	Asia	India																				
India/GJ-INSACOG-GBRC4982/2022	Asia	India																				
India/GJ-INSACOG-GBRC4978/2022	Asia	India																				
India/GJ-INSACOG-GBRC4972/2022	Asia	India																				
India/GJ-INSACOG-GBRC4969/2022	Asia	India																				
India/GJ-INSACOG-GBRC4964/2022	Asia	India																				
India/GJ-INSACOG-GBRC4959/2022	Asia	India																				
India/GJ-INSACOG-GBRC4958/2022	Asia	India																				
India/GJ-INSACOG-GBRC4953/2022	Asia	India																				
India/GJ-INSACOG-GBRC4951/2022	Asia	India																				
India/GJ-INSACOG-GBRC4950/2022	Asia	India																				
India/GJ-INSACOG-GBRC4944/2022	Asia	India																				
India/GJ-INSACOG-GBRC4943/2022	Asia	India																				
India/GJ-INSACOG-GBRC4942/2022	Asia	India																				
India/GJ-INSACOG-GBRC4941/2022	Asia	India																				
India/GJ-INSACOG-GBRC4940/2022	Asia	India																				
India/GJ-INSACOG-GBRC4939/2022	Asia	India																				
India/GJ-INSACOG-GBRC4937/2022	Asia	India																				
India/GJ-INSACOG-GBRC4925/2022	Asia	India																				
India/GJ-INSACOG-GBRC5287/2022	Asia	India																				
India/GJ-INSACOG-GBRC5318/2022	Asia	India																				
India/GJ-INSACOG-GBRC5292/2022	Asia	India																				
India/GJ-INSACOG-GBRC5586/2022	Asia	India																				
India/GJ-INSACOG-GBRC5585/2022	Asia	India																				
India/GJ-INSACOG-GBRC5583/2022	Asia	India																				
India/GJ-INSACOG-GBRC5582/2022	Asia	India																				
India/GJ-INSACOG-GBRC5577/2022	Asia	India																				
India/GJ-INSACOG-GBRC5576/2022	Asia	India																				
India/GJ-INSACOG-GBRC5570/2022	Asia	India																				
India/GJ-INSACOG-GBRC5566/2022	Asia	India																				
India/GJ-INSACOG-GBRC5565/2022	Asia	India																				
India/GJ-INSACOG-GBRC5559/2022	Asia	India																				
India/GJ-INSACOG-GBRC5552/2022	Asia	India																				
India/GJ-INSACOG-GBRC5551/2022	Asia	India																				
India/GJ-INSACOG-GBRC5549/2022	Asia	India																				
India/GJ-INSACOG-GBRC5548/2022	Asia	India																				
India/GJ-INSACOG-GBRC5547/2022	Asia	India																				
India/GJ-INSACOG-GBRC5545/2022	Asia	India																				
India/GJ-INSACOG-GBRC5544/2022	Asia	India																				
India/GJ-INSACOG-GBRC5543/2022	Asia	India																				
India/GJ-INSACOG-GBRC5542/2022	Asia	India																				
India/GJ-INSACOG-GBRC5539/2022	Asia	India																				
India/GJ-INSACOG-GBRC5538/2022	Asia	India																				
India/GJ-INSACOG-GBRC5536/2022	Asia	India																				
India/GJ-INSACOG-GBRC5534/2022	Asia	India																				
India/GJ-INSACOG-GBRC5533/2022	Asia	India																				
India/GJ-INSACOG-GBRC5532/2022	Asia	India																				
India/GJ-INSACOG-GBRC5531/2022	Asia	India																				
India/GJ-INSACOG-GBRC5529/2022	Asia	India																				
India/GJ-INSACOG-GBRC5587/2022	Asia	India																				
India/GJ-INSACOG-GBRC5588/2022	Asia	India																				
India/GJ-INSACOG-GBRC5591/2022	Asia	India																				
India/GJ-INSACOG-GBRC5593/2022	Asia	India																				
India/GJ-INSACOG-GBRC5692/2022	Asia	India																				
India/GJ-INSACOG-GBRC5685/2022	Asia	India																				
India/GJ-INSACOG-GBRC5684/2022	Asia	India																				
India/GJ-INSACOG-GBRC5681/2022	Asia	India																				
India/GJ-INSACOG-GBRC5678/2022	Asia	India																				
India/GJ-INSACOG-GBRC5677/2022	Asia	India																				
India/GJ-INSACOG-GBRC5676/2022	Asia	India																				
India/GJ-INSACOG-GBRC5675/2022	Asia	India																				
India/GJ-INSACOG-GBRC5674/2022	Asia	India																				
India/GJ-INSACOG-GBRC5672/2022	Asia	India																				
India/GJ-INSACOG-GBRC5670/2022	Asia	India																				
India/GJ-INSACOG-GBRC5665/2022	Asia	India																				
India/GJ-INSACOG-GBRC5661/2022	Asia	India																				
India/GJ-INSACOG-GBRC5527/2022	Asia	India																				
India/GJ-INSACOG-GBRC5659/2022	Asia	India																				
India/GJ-INSACOG-GBRC5647/2022	Asia	India																				
India/GJ-INSACOG-GBRC5636/2022	Asia	India																				
India/GJ-INSACOG-GBRC5635/2022	Asia	India																				
India/GJ-INSACOG-GBRC5623/2022	Asia	India																				
India/GJ-INSACOG-GBRC5616/2022	Asia	India																				
India/GJ-INSACOG-GBRC5610/2022	Asia	India																				
India/GJ-INSACOG-GBRC5609/2022	Asia	India																				
India/GJ-INSACOG-GBRC5608/2022	Asia	India																				
India/GJ-INSACOG-GBRC5606/2022	Asia	India																				
India/GJ-INSACOG-GBRC5604/2022	Asia	India																				
India/GJ-INSACOG-GBRC5599/2022	Asia	India																				
India/GJ-INSACOG-GBRC5598/2022	Asia	India																				
India/GJ-INSACOG-GBRC5596/2022	Asia	India																				
India/GJ-INSACOG-GBRC5651/2022	Asia	India																				
India/GJ-INSACOG-GBRC5290/2022	Asia	India																				
India/GJ-INSACOG-GBRC5525/2022	Asia	India																				
India/GJ-INSACOG-GBRC5523/2022	Asia	India																				
India/GJ-INSACOG-GBRC5376/2022	Asia	India																				
India/GJ-INSACOG-GBRC5371/2022	Asia	India																				
India/GJ-INSACOG-GBRC5365/2022	Asia	India																				
India/GJ-INSACOG-GBRC5364/2022	Asia	India																				
India/GJ-INSACOG-GBRC5357/2022	Asia	India																				
India/GJ-INSACOG-GBRC5355/2022	Asia	India																				
India/GJ-INSACOG-GBRC5354/2022	Asia	India																				
India/GJ-INSACOG-GBRC5353/2022	Asia	India																				
India/GJ-INSACOG-GBRC5342/2022	Asia	India																				
India/GJ-INSACOG-GBRC5341/2022	Asia	India																				
India/GJ-INSACOG-GBRC5340/2022	Asia	India																				
India/GJ-INSACOG-GBRC5339/2022	Asia	India																				
India/GJ-INSACOG-GBRC5337/2022	Asia	India																				
India/GJ-INSACOG-GBRC5335/2022	Asia	India																				
India/GJ-INSACOG-GBRC5333/2022	Asia	India																				
India/GJ-INSACOG-GBRC5327/2022	Asia	India																				
India/GJ-INSACOG-GBRC5321/2022	Asia	India																				
India/GJ-INSACOG-GBRC5319/2022	Asia	India																				
India/GJ-INSACOG-GBRC4798/2022	Asia	India																				
India/GJ-INSACOG-GBRC5316/2022	Asia	India																				
India/GJ-INSACOG-GBRC5314/2022	Asia	India																				
India/GJ-INSACOG-GBRC5313/2022	Asia	India																				
India/GJ-INSACOG-GBRC5311/2022	Asia	India																				
India/GJ-INSACOG-GBRC5305/2022	Asia	India																				
India/GJ-INSACOG-GBRC5304/2022	Asia	India																				
India/GJ-INSACOG-GBRC5300/2022	Asia	India																				
India/GJ-INSACOG-GBRC5294/2022	Asia	India																				
India/GJ-INSACOG-GBRC5377/2022	Asia	India																				
India/GJ-INSACOG-GBRC5378/2022	Asia	India																				
India/GJ-INSACOG-GBRC5383/2022	Asia	India																				
India/GJ-INSACOG-GBRC5384/2022	Asia	India																				
India/GJ-INSACOG-GBRC5515/2022	Asia	India																				
India/GJ-INSACOG-GBRC5514/2022	Asia	India																				
India/GJ-INSACOG-GBRC5506/2022	Asia	India																				
India/GJ-INSACOG-GBRC5495/2022	Asia	India																				
India/GJ-INSACOG-GBRC5493/2022	Asia	India																				
India/GJ-INSACOG-GBRC5492/2022	Asia	India																				
India/GJ-INSACOG-GBRC5491/2022	Asia	India																				
India/GJ-INSACOG-GBRC5490/2022	Asia	India																				
India/GJ-INSACOG-GBRC5488/2022	Asia	India																				
India/GJ-INSACOG-GBRC5485/2022	Asia	India																				
India/GJ-INSACOG-GBRC5484/2022	Asia	India																				
India/GJ-INSACOG-GBRC5483/2022	Asia	India																				
India/GJ-INSACOG-GBRC5481/2022	Asia	India																				
India/GJ-INSACOG-GBRC5524/2022	Asia	India																				
India/GJ-INSACOG-GBRC5479/2022	Asia	India																				
India/GJ-INSACOG-GBRC5462/2022	Asia	India																				
India/GJ-INSACOG-GBRC5453/2022	Asia	India																				
India/GJ-INSACOG-GBRC5452/2022	Asia	India																				
India/GJ-INSACOG-GBRC5437/2022	Asia	India																				
India/GJ-INSACOG-GBRC5428/2022	Asia	India																				
India/GJ-INSACOG-GBRC5424/2022	Asia	India																				
India/GJ-INSACOG-GBRC5408/2022	Asia	India																				
India/GJ-INSACOG-GBRC5407/2022	Asia	India																				
India/GJ-INSACOG-GBRC5405/2022	Asia	India																				
India/GJ-INSACOG-GBRC5391/2022	Asia	India																				
India/GJ-INSACOG-GBRC5390/2022	Asia	India																				
India/GJ-INSACOG-GBRC5389/2022	Asia	India																				
India/GJ-INSACOG-GBRC5388/2022	Asia	India																				
India/GJ-INSACOG-GBRC5474/2022	Asia	India																				
India/GJ-INSACOG-GBRC4792/2022	Asia	India																				
India/GJ-INSACOG-GBRC4738/2022	Asia	India																				
India/GJ-INSACOG-GBRC4777/2022	Asia	India																				
India/DL-ILBS-WGS4111/2022	Asia	India																				
India/DL-ILBS-WGS3893/2022	Asia	India																				
India/DL-ILBS-WGS3647/2022	Asia	India																				
India/DL-ILBS-WGS3591/2022	Asia	India																				
India/DL-ILBS-WGS3536/2022	Asia	India																				
India/DL-ILBS-WGS3101/2022	Asia	India																				
India/DL-ILBS-WGS3077/2022	Asia	India																				
India/DL-ILBS-WGS2954/2022	Asia	India																				
India/DL-ILBS-WGS2942/2022	Asia	India																				
India/DL-ILBS-WGS2775/2022	Asia	India																				
India/DL-AIIMS-COVTN68060/2022	Asia	India																				
India/DL-AIIMS-COVTN66958/2022	Asia	India																				
India/DL-AIIMS-COVGE28764/2021	Asia	India																				
India/AS-INSACOG-1829100932002/2022	Asia	India																				
India/AS-INSACOG-1829100931251/2022	Asia	India																				
India/AS-INSACOG-1829100931246/2022	Asia	India																				
India/AS-INSACOG-1829100931212/2022	Asia	India																				
India/AS-INSACOG-1829100931121/2022	Asia	India																				
India/AS-CSIR-NEIST-INSACOG-NEIST22-CIDIN1019/2022	Asia	India																				
India/AS-CSIR-NEIST-INSACOG-NEIST22-CIDIN1018/2022	Asia	India																				
