strain	region	country																				
USA/NC-CORVASEQ-R220169/2022	North America	USA																				
USA/NC-CORVASEQ-CLT-005006/2022	North America	USA																				
USA/NC-CORVASEQ-CLT-004991/2022	North America	USA																				
USA/NC-CORVASEQ-CLT-004980/2022	North America	USA																				
USA/NC-CORVASEQ-UNC-4009/2021	North America	USA																				
USA/NC-CORVASEQ-CLT-004979/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111463935/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111490939/2022	North America	USA																				
USA/ND-NDDH-10281/2022	North America	USA																				
USA/ND-NDDH-10234/2022	North America	USA																				
USA/ND-CDC-MMB14223887/2022	North America	USA																				
USA/ND-CDC-MMB13966802/2022	North America	USA																				
USA/ND-CDC-LC0474762/2022	North America	USA																				
USA/NC-SLPH-1110/2022	North America	USA																				
USA/NC-MCPH-CLT-004877/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111470502/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111953992/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111727363/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111725282/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111723993/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111673848/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111612916/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111576302/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111542539/2022	North America	USA																				
USA/NC-ECU-CORVASEQ-111808686/2022	North America	USA																				
USA/ND-NDDH-10334/2022	North America	USA																				
USA/NC-CORVASEQ-1086-965/2022	North America	USA																				
USA/NC-CORVASEQ-1086-790/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1639/2021	North America	USA																				
USA/NC-CORVASEQ-1085-1624/2022	North America	USA																				
USA/NC-CLT-CORVASEQ-004204/2021	North America	USA																				
USA/NC-CLT-CAMPUS-004363/2022	North America	USA																				
USA/NC-CDC-QDX32887015/2022	North America	USA																				
USA/NC-CDC-QDX32302825/2021	North America	USA																				
USA/NC-CDC-MMB14148894/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1781/2022	North America	USA																				
USA/NC-CDC-MMB14103390/2022	North America	USA																				
USA/NC-CDC-MMB13995530/2022	North America	USA																				
USA/NC-CDC-MMB13985443/2022	North America	USA																				
USA/NC-CDC-MMB13840048/2022	North America	USA																				
USA/NC-CDC-MMB13677318/2022	North America	USA																				
USA/NC-CDC-MMB13676768/2022	North America	USA																				
USA/NC-CDC-MMB13661398/2022	North America	USA																				
USA/NC-CDC-MMB13515512/2022	North America	USA																				
USA/NC-CDC-MMB13997405/2022	North America	USA																				
USA/NC-CORVASEQ-1086-861/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1807/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1936/2022	North America	USA																				
USA/NC-CORVASEQ-1086-686/2021	North America	USA																				
USA/NC-CORVASEQ-1086-654/2021	North America	USA																				
USA/NC-CORVASEQ-1086-1565/2022	North America	USA																				
USA/NC-CORVASEQ-1086-1423/2022	North America	USA																				
USA/NC-CORVASEQ-1086-1017/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2845/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2711/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1882/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2671/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2439/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2368/2021	North America	USA																				
USA/NC-CORVASEQ-1085-2362/2021	North America	USA																				
USA/NC-CORVASEQ-1085-2044/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1991/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1970/2022	North America	USA																				
USA/NC-CORVASEQ-1085-1946/2022	North America	USA																				
USA/NC-CORVASEQ-1085-2467/2022	North America	USA																				
USA/ND-NDDH-10509/2022	North America	USA																				
USA/ND-NDDH-10679/2022	North America	USA																				
USA/ND-NDDH-10721/2022	North America	USA																				
USA/NH-CDC-LC0506795/2022	North America	USA																				
USA/NH-CDC-LC0478083/2022	North America	USA																				
USA/NH-CDC-LC0477286/2022	North America	USA																				
USA/NH-CDC-LC0454369/2021	North America	USA																				
USA/NH-CDC-ASC210683208/2022	North America	USA																				
USA/NH-CDC-ASC210590087/2022	North America	USA																				
USA/NE-NPHL22-8843/2022	North America	USA																				
USA/NH-CDC-LC0522987/2022	North America	USA																				
USA/NE-NPHL22-7204/2022	North America	USA																				
USA/NE-NPHL22-6682/2022	North America	USA																				
USA/NE-NPHL22-6623/2022	North America	USA																				
USA/NE-NPHL22-6538/2022	North America	USA																				
USA/NE-NPHL22-6514/2022	North America	USA																				
USA/NE-NPHL22-6256/2022	North America	USA																				
USA/NE-NPHL22-6208/2022	North America	USA																				
USA/NE-NPHL22-6015/2022	North America	USA																				
USA/NE-NPHL22-7166/2022	North America	USA																				
USA/NE-NPHL22-6008/2022	North America	USA																				
USA/NH-CDCBI-CRSP_5CB7OHOTZECNGGSZ/2022	North America	USA																				
USA/NH-CDCBI-CRSP_IG2PXTRL5A3BADFE/2022	North America	USA																				
USA/NJ-CDC-IBX033603159931/2022	North America	USA																				
USA/NJ-CDC-IBX015380903696/2022	North America	USA																				
USA/NJ-CDC-IBX007798085399/2022	North America	USA																				
USA/NJ-CDC-FG-188798/2021	North America	USA																				
USA/NJ-CDC-ASC210689317/2022	North America	USA																				
USA/NJ-CDC-ASC210682356/2022	North America	USA																				
USA/NJ-CDC-ASC210651391/2022	North America	USA																				
USA/NH-CDCBI-CRSP_E5YMAADWJPJHMHD5/2022	North America	USA																				
USA/NJ-CDC-ASC210643168/2021	North America	USA																				
USA/NJ-CDC-ASC210631761/2021	North America	USA																				
USA/NJ-CDC-ASC210629203/2021	North America	USA																				
USA/NJ-CDC-ASC210587009/2022	North America	USA																				
USA/NJ-CDC-ASC210578775/2022	North America	USA																				
USA/NH-CDCBI-CRSP_QLKLKEBQUU6DYHK3/2022	North America	USA																				
USA/NH-CDCBI-CRSP_NZFYZQFCUCXV67XN/2022	North America	USA																				
USA/NH-CDCBI-CRSP_MCIP2A5CPI7S2Y4Z/2021	North America	USA																				
USA/NJ-CDC-ASC210641594/2021	North America	USA																				
USA/NE-NPHL22-5441/2022	North America	USA																				
USA/NE-NPHL22-5370/2022	North America	USA																				
USA/NE-NPHL22-5001/2022	North America	USA																				
USA/NE-CDC-QDX32975079/2022	North America	USA																				
USA/NE-CDC-LC0513641/2022	North America	USA																				
USA/NE-CDC-LC0504180/2022	North America	USA																				
USA/NE-CDC-ASC210594722/2022	North America	USA																				
USA/NE-CDC-ASC210581700/2022	North America	USA																				
USA/ND-NDDH-9987/2022	North America	USA																				
USA/ND-NDDH-9961/2022	North America	USA																				
USA/NE-CDC-QDX33211235/2022	North America	USA																				
USA/ND-NDDH-9852/2022	North America	USA																				
USA/ND-NDDH-9590/2022	North America	USA																				
USA/ND-NDDH-9577/2022	North America	USA																				
USA/ND-NDDH-9515/2022	North America	USA																				
USA/ND-NDDH-12300/2022	North America	USA																				
USA/ND-NDDH-11871/2022	North America	USA																				
USA/ND-NDDH-11655/2022	North America	USA																				
USA/ND-NDDH-10834/2022	North America	USA																				
USA/ND-NDDH-9726/2022	North America	USA																				
USA/NE-COPH-2136403210/2021	North America	USA																				
USA/NE-CUMC_22017017/2022	North America	USA																				
USA/NE-CUMC_22031071/2022	North America	USA																				
USA/NE-NPHL22-4992/2022	North America	USA																				
USA/NE-NPHL22-4859/2022	North America	USA																				
USA/NE-NPHL22-4600/2022	North America	USA																				
USA/NE-NPHL22-3962/2022	North America	USA																				
USA/NE-NPHL22-3896/2022	North America	USA																				
USA/NE-NPHL22-2888/2022	North America	USA																				
USA/NE-NPHL22-2268/2022	North America	USA																				
USA/NE-NPHL22-2241/2022	North America	USA																				
USA/NE-NPHL22-13212/2022	North America	USA																				
USA/NE-NPHL22-13007/2022	North America	USA																				
USA/NE-NPHL22-10384/2022	North America	USA																				
USA/NE-NCOV22-1973/2022	North America	USA																				
USA/NE-NCOV22-1929/2022	North America	USA																				
USA/NE-CUMC_22059094/2022	North America	USA																				
USA/NE-CUMC_22059080/2022	North America	USA																				
USA/NE-CUMC_22038086/2022	North America	USA																				
USA/NE-CUMC_22038019/2022	North America	USA																				
USA/NJ-CDC-IBX088475145303/2022	North America	USA																				
USA/MT-BHDH-919/2022	North America	USA																				
USA/IA-CDC-LC0501198/2022	North America	USA																				
USA/NY-CDC-LC0448930/2021	North America	USA																				
USA/TX-HMH-MCoV-76127/2022	North America	USA																				
USA/TX-HMH-MCoV-76028/2022	North America	USA																				
USA/TX-HMH-MCoV-75886/2022	North America	USA																				
USA/TX-HMH-MCoV-75869/2022	North America	USA																				
USA/TX-HMH-MCoV-75837/2022	North America	USA																				
USA/TX-HMH-MCoV-75529/2022	North America	USA																				
USA/TX-HMH-MCoV-75420/2022	North America	USA																				
USA/TX-HMH-MCoV-75408/2022	North America	USA																				
USA/TX-HMH-MCoV-75380/2022	North America	USA																				
USA/TX-HMH-MCoV-75337/2022	North America	USA																				
USA/TX-HMH-MCoV-75212/2022	North America	USA																				
USA/TX-HMH-MCoV-75061/2022	North America	USA																				
USA/TX-HMH-MCoV-74962/2022	North America	USA																				
USA/TX-HMH-MCoV-74804/2022	North America	USA																				
USA/TX-HMH-MCoV-74757/2022	North America	USA																				
USA/TX-HMH-MCoV-74729/2022	North America	USA																				
USA/TX-HMH-MCoV-74721/2022	North America	USA																				
USA/TX-HMH-MCoV-76284/2022	North America	USA																				
USA/TX-HMH-MCoV-74684/2022	North America	USA																				
USA/TX-HMH-MCoV-76300/2022	North America	USA																				
USA/TX-HMH-MCoV-76355/2022	North America	USA																				
USA/TX-HMH-MCoV-77165/2022	North America	USA																				
USA/TX-HMH-MCoV-77161/2022	North America	USA																				
USA/TX-HMH-MCoV-77073/2022	North America	USA																				
USA/TX-HMH-MCoV-77069/2022	North America	USA																				
USA/TX-HMH-MCoV-77048/2022	North America	USA																				
USA/TX-HMH-MCoV-77033/2022	North America	USA																				
USA/TX-HMH-MCoV-76790/2022	North America	USA																				
USA/TX-HMH-MCoV-76743/2022	North America	USA																				
USA/TX-HMH-MCoV-76670/2022	North America	USA																				
USA/TX-HMH-MCoV-76593/2022	North America	USA																				
USA/TX-HMH-MCoV-76586/2022	North America	USA																				
USA/TX-HMH-MCoV-76517/2022	North America	USA																				
USA/TX-HMH-MCoV-76513/2022	North America	USA																				
USA/TX-HMH-MCoV-76500/2022	North America	USA																				
USA/TX-HMH-MCoV-76496/2022	North America	USA																				
USA/TX-HMH-MCoV-76475/2022	North America	USA																				
USA/TX-HMH-MCoV-76358/2022	North America	USA																				
USA/TX-HMH-MCoV-76305/2022	North America	USA																				
USA/TX-HMH-MCoV-74665/2022	North America	USA																				
USA/TX-HMH-MCoV-74591/2022	North America	USA																				
USA/TX-HMH-MCoV-74585/2022	North America	USA																				
USA/TX-HMH-MCoV-71319/2021	North America	USA																				
USA/TX-HMH-MCoV-71275/2021	North America	USA																				
USA/TX-HMH-MCoV-71068/2021	North America	USA																				
USA/TX-HMH-MCoV-71021/2021	North America	USA																				
USA/TX-HMH-MCoV-70934/2021	North America	USA																				
USA/TX-HMH-MCoV-70842/2021	North America	USA																				
USA/TX-HMH-MCoV-70631/2021	North America	USA																				
USA/TX-HMH-MCoV-70496/2021	North America	USA																				
USA/TX-HMH-MCoV-70414/2021	North America	USA																				
USA/TX-HMH-MCoV-70263/2021	North America	USA																				
USA/TX-HMH-MCoV-69441/2021	North America	USA																				
USA/TX-HMH-MCoV-69407/2021	North America	USA																				
USA/TX-HMH-MCoV-69188/2021	North America	USA																				
USA/TX-HMH-MCoV-68969/2021	North America	USA																				
USA/TX-HMH-MCoV-68610/2021	North America	USA																				
USA/TX-HHD-2201206219/2021	North America	USA																				
USA/TX-HHD-2201205302/2021	North America	USA																				
USA/TX-HMH-MCoV-71734/2021	North America	USA																				
USA/TX-HMH-MCoV-71989/2021	North America	USA																				
USA/TX-HMH-MCoV-72141/2021	North America	USA																				
USA/TX-HMH-MCoV-73028/2022	North America	USA																				
USA/TX-HMH-MCoV-74483/2022	North America	USA																				
USA/TX-HMH-MCoV-74480/2022	North America	USA																				
USA/TX-HMH-MCoV-74370/2022	North America	USA																				
USA/TX-HMH-MCoV-74252/2022	North America	USA																				
USA/TX-HMH-MCoV-74244/2022	North America	USA																				
USA/TX-HMH-MCoV-74233/2022	North America	USA																				
USA/TX-HMH-MCoV-74159/2022	North America	USA																				
USA/TX-HMH-MCoV-74153/2022	North America	USA																				
USA/TX-HMH-MCoV-77247/2022	North America	USA																				
USA/TX-HMH-MCoV-74151/2022	North America	USA																				
USA/TX-HMH-MCoV-73963/2022	North America	USA																				
USA/TX-HMH-MCoV-73851/2022	North America	USA																				
USA/TX-HMH-MCoV-73820/2022	North America	USA																				
USA/TX-HMH-MCoV-73797/2022	North America	USA																				
USA/TX-HMH-MCoV-73701/2022	North America	USA																				
USA/TX-HMH-MCoV-73648/2022	North America	USA																				
USA/TX-HMH-MCoV-73340/2021	North America	USA																				
USA/TX-HMH-MCoV-73091/2022	North America	USA																				
USA/TX-HMH-MCoV-74042/2022	North America	USA																				
USA/TX-HMH-MCoV-77376/2022	North America	USA																				
USA/TX-HMH-MCoV-80442/2022	North America	USA																				
USA/TX-HMH-MCoV-80496/2022	North America	USA																				
USA/UT-UPHL-220124042082/2021	North America	USA																				
USA/UT-UPHL-220121969237/2022	North America	USA																				
USA/UT-UPHL-220121925649/2022	North America	USA																				
USA/UT-UPHL-220121805623/2022	North America	USA																				
USA/UT-UPHL-220121699834/2022	North America	USA																				
USA/UT-UPHL-220121209521/2022	North America	USA																				
USA/UT-UPHL-220119839487/2022	North America	USA																				
USA/UT-UPHL-220119791547/2022	North America	USA																				
USA/UT-UPHL-220119755183/2022	North America	USA																				
USA/UT-UPHL-220119674429/2022	North America	USA																				
USA/UT-UPHL-220119460521/2022	North America	USA																				
USA/UT-UPHL-220119400357/2022	North America	USA																				
USA/UT-UPHL-220119335381/2022	North America	USA																				
USA/UT-UPHL-220119237399/2021	North America	USA																				
USA/UT-UPHL-220119180855/2022	North America	USA																				
USA/UT-UPHL-220119058985/2022	North America	USA																				
USA/UT-UPHL-220115710727/2022	North America	USA																				
USA/UT-UPHL-220124173613/2021	North America	USA																				
USA/UT-UPHL-220124259244/2022	North America	USA																				
USA/UT-UPHL-220124519468/2021	North America	USA																				
USA/UT-UPHL-220124952164/2021	North America	USA																				
USA/UT-UPHL-220210783151/2022	North America	USA																				
USA/UT-UPHL-220210434163/2022	North America	USA																				
USA/UT-UPHL-220207904300/2022	North America	USA																				
USA/UT-UPHL-220207487195/2022	North America	USA																				
USA/UT-UPHL-220207454716/2022	North America	USA																				
USA/UT-UPHL-220207371535/2021	North America	USA																				
USA/UT-UPHL-220207328767/2022	North America	USA																				
USA/UT-UPHL-220207188137/2022	North America	USA																				
USA/UT-UPHL-220115674413/2022	North America	USA																				
USA/UT-UPHL-220204793018/2021	North America	USA																				
USA/UT-UPHL-220204412150/2022	North America	USA																				
USA/UT-UPHL-220204347529/2022	North America	USA																				
USA/UT-UPHL-220204273419/2021	North America	USA																				
USA/UT-UPHL-220202835259/2022	North America	USA																				
USA/UT-UPHL-220202477722/2022	North America	USA																				
USA/UT-UPHL-220202397614/2022	North America	USA																				
USA/UT-UPHL-220129224551/2021	North America	USA																				
USA/UT-UPHL-220124975276/2021	North America	USA																				
USA/UT-UPHL-220204741830/2021	North America	USA																				
USA/TX-HHD-2201202567/2021	North America	USA																				
USA/UT-UPHL-220115278714/2022	North America	USA																				
USA/UT-UPHL-220113980189/2022	North America	USA																				
USA/UT-UPHL-220103247389/2021	North America	USA																				
USA/UT-CDC-QDX32933201/2022	North America	USA																				
USA/UT-CDC-LC0527209/2022	North America	USA																				
USA/UT-CDC-LC0513951/2022	North America	USA																				
USA/UT-CDC-LC0511903/2022	North America	USA																				
USA/UT-CDC-LC0488431/2022	North America	USA																				
USA/UT-CDC-LC0488316/2022	North America	USA																				
USA/UT-CDC-LC0487469/2022	North America	USA																				
USA/UT-CDC-LC0468881/2021	North America	USA																				
USA/UT-CDC-IBX637635074793/2022	North America	USA																				
USA/UT-CDC-ASC210689397/2022	North America	USA																				
USA/TX-TAMGHRC-L-73030-22R/2022	North America	USA																				
USA/TX-TAMGHRC-L-72973-22R/2022	North America	USA																				
USA/TX-TAMGHRC-L-72368-22R/2022	North America	USA																				
USA/TX-HMH-MCoV-80764/2022	North America	USA																				
USA/TX-HMH-MCoV-80742/2022	North America	USA																				
USA/TX-HMH-MCoV-80626/2022	North America	USA																				
USA/UT-UPHL-220103375125/2021	North America	USA																				
USA/UT-UPHL-220103580493/2021	North America	USA																				
USA/UT-UPHL-220103772231/2021	North America	USA																				
USA/UT-UPHL-220103943734/2021	North America	USA																				
USA/UT-UPHL-220113899632/2022	North America	USA																				
USA/UT-UPHL-220113534335/2022	North America	USA																				
USA/UT-UPHL-220113447056/2022	North America	USA																				
USA/UT-UPHL-220113360793/2022	North America	USA																				
USA/UT-UPHL-220109972342/2022	North America	USA																				
USA/UT-UPHL-220109744890/2022	North America	USA																				
USA/UT-UPHL-220109656177/2022	North America	USA																				
USA/UT-UPHL-220109613848/2022	North America	USA																				
USA/UT-UPHL-220115241964/2021	North America	USA																				
USA/UT-UPHL-220109570164/2021	North America	USA																				
USA/UT-UPHL-220109300541/2022	North America	USA																				
USA/UT-UPHL-220109222347/2021	North America	USA																				
USA/UT-UPHL-220109164920/2022	North America	USA																				
USA/UT-UPHL-220109143426/2021	North America	USA																				
USA/UT-UPHL-220109044507/2021	North America	USA																				
USA/UT-UPHL-220107914808/2021	North America	USA																				
USA/UT-UPHL-220107865877/2021	North America	USA																				
USA/UT-UPHL-220107254320/2021	North America	USA																				
USA/UT-UPHL-220109464112/2022	North America	USA																				
USA/UT-UPHL-220210809435/2022	North America	USA																				
USA/TX-HHD-2201142711/2021	North America	USA																				
USA/TX-HHD-2201076880/2021	North America	USA																				
USA/TX-CDC-FG-251732/2022	North America	USA																				
USA/TX-CDC-FG-251483/2022	North America	USA																				
USA/TX-CDC-FG-249188/2022	North America	USA																				
USA/TX-CDC-FG-248862/2022	North America	USA																				
USA/TX-CDC-FG-248736/2022	North America	USA																				
USA/TX-CDC-FG-248706/2022	North America	USA																				
USA/TX-CDC-FG-248623/2022	North America	USA																				
USA/TX-CDC-FG-248554/2022	North America	USA																				
USA/TX-CDC-FG-248336/2022	North America	USA																				
USA/TX-CDC-FG-248308/2022	North America	USA																				
USA/TX-CDC-FG-248277/2022	North America	USA																				
USA/TX-CDC-FG-248154/2022	North America	USA																				
USA/TX-CDC-FG-248095/2022	North America	USA																				
USA/TX-CDC-FG-245500/2022	North America	USA																				
USA/TX-CDC-FG-245396/2022	North America	USA																				
USA/TX-CDC-FG-245390/2022	North America	USA																				
USA/TX-CDC-FG-245356/2022	North America	USA																				
USA/TX-CDC-FG-251740/2022	North America	USA																				
USA/TX-CDC-FG-245200/2022	North America	USA																				
USA/TX-CDC-FG-251887/2022	North America	USA																				
USA/TX-CDC-FG-253240/2022	North America	USA																				
USA/TX-CDC-FG-259990/2022	North America	USA																				
USA/TX-CDC-FG-259848/2022	North America	USA																				
USA/TX-CDC-FG-257486/2022	North America	USA																				
USA/TX-CDC-FG-257324/2022	North America	USA																				
USA/TX-CDC-FG-257101/2022	North America	USA																				
USA/TX-CDC-FG-256612/2022	North America	USA																				
USA/TX-CDC-FG-256609/2022	North America	USA																				
USA/TX-CDC-FG-256358/2022	North America	USA																				
USA/TX-CDC-FG-256266/2022	North America	USA																				
USA/TX-CDC-FG-255658/2022	North America	USA																				
USA/TX-CDC-FG-255579/2022	North America	USA																				
USA/TX-CDC-FG-255513/2022	North America	USA																				
USA/TX-CDC-FG-255304/2022	North America	USA																				
USA/TX-CDC-FG-253516/2022	North America	USA																				
USA/TX-CDC-FG-253413/2022	North America	USA																				
USA/TX-CDC-FG-253280/2022	North America	USA																				
USA/TX-CDC-FG-253279/2022	North America	USA																				
USA/TX-CDC-FG-252251/2022	North America	USA																				
USA/TX-CDC-FG-245189/2022	North America	USA																				
USA/TX-CDC-FG-245183/2022	North America	USA																				
USA/TX-CDC-FG-245158/2022	North America	USA																				
USA/TX-CDC-FG-233438/2021	North America	USA																				
USA/TX-CDC-FG-233360/2021	North America	USA																				
USA/TX-CDC-FG-233116/2021	North America	USA																				
USA/TX-CDC-FG-230005/2021	North America	USA																				
USA/TX-CDC-FG-229984/2021	North America	USA																				
USA/TX-CDC-FG-228595/2021	North America	USA																				
USA/TX-CDC-FG-227904/2021	North America	USA																				
USA/TX-CDC-FG-227893/2021	North America	USA																				
USA/TX-CDC-FG-226856/2021	North America	USA																				
USA/TX-CDC-FG-226738/2021	North America	USA																				
USA/TX-CDC-FG-224867/2021	North America	USA																				
USA/TX-CDC-FG-224775/2021	North America	USA																				
USA/TX-CDC-FG-223220/2021	North America	USA																				
USA/TX-CDC-FG-223044/2021	North America	USA																				
USA/TX-CDC-FG-215026/2021	North America	USA																				
USA/TX-CDC-FG-214957/2021	North America	USA																				
USA/TX-CDC-FG-214901/2021	North America	USA																				
USA/TX-CDC-FG-236099/2021	North America	USA																				
USA/TX-CDC-FG-236643/2022	North America	USA																				
USA/TX-CDC-FG-242724/2022	North America	USA																				
USA/TX-CDC-FG-242839/2022	North America	USA																				
USA/TX-CDC-FG-244878/2022	North America	USA																				
USA/TX-CDC-FG-244869/2022	North America	USA																				
USA/TX-CDC-FG-244670/2022	North America	USA																				
USA/TX-CDC-FG-244561/2022	North America	USA																				
USA/TX-CDC-FG-244527/2022	North America	USA																				
USA/TX-CDC-FG-244393/2022	North America	USA																				
USA/TX-CDC-FG-244377/2022	North America	USA																				
USA/TX-CDC-FG-244208/2022	North America	USA																				
USA/TX-CDC-FG-260175/2022	North America	USA																				
USA/TX-CDC-FG-244062/2022	North America	USA																				
USA/TX-CDC-FG-243958/2022	North America	USA																				
USA/TX-CDC-FG-243841/2022	North America	USA																				
USA/TX-CDC-FG-243838/2022	North America	USA																				
USA/TX-CDC-FG-243252/2022	North America	USA																				
USA/TX-CDC-FG-243206/2022	North America	USA																				
USA/TX-CDC-FG-243167/2022	North America	USA																				
USA/TX-CDC-FG-243102/2022	North America	USA																				
USA/TX-CDC-FG-243101/2022	North America	USA																				
USA/TX-CDC-FG-244017/2022	North America	USA																				
USA/TX-CDC-FG-260453/2022	North America	USA																				
USA/TX-CDC-FG-260667/2022	North America	USA																				
USA/TX-CDC-FG-260747/2022	North America	USA																				
USA/TX-DSHS-14476/2022	North America	USA																				
USA/TX-DSHS-14353/2022	North America	USA																				
USA/TX-DSHS-13864/2021	North America	USA																				
USA/TX-DSHS-12991/2021	North America	USA																				
USA/TX-Curative-163969/2021	North America	USA																				
USA/TX-Curative-143680/2021	North America	USA																				
USA/TX-Curative-122295/2021	North America	USA																				
USA/TX-Curative-115617/2022	North America	USA																				
USA/TX-CDC-STM-ZDT3QFWFR/2022	North America	USA																				
USA/TX-CDC-STM-Y6B4DZ2DM/2022	North America	USA																				
USA/TX-CDC-STM-XQGC24S8K/2022	North America	USA																				
USA/TX-CDC-STM-N2737ZY2B/2022	North America	USA																				
USA/TX-CDC-STM-GV72Y35PN/2022	North America	USA																				
USA/TX-CDC-STM-G4YD39JU3/2022	North America	USA																				
USA/TX-CDC-STM-B8BEDKWTF/2022	North America	USA																				
USA/TX-CDC-STM-97JWZ7Q8B/2021	North America	USA																				
USA/TX-CDC-STM-8EX4HQ4DN/2022	North America	USA																				
USA/TX-DSHS-14490/2022	North America	USA																				
USA/TX-DSHS-14501/2022	North America	USA																				
USA/TX-DSHS-14519/2022	North America	USA																				
USA/TX-DSHS-14610/2022	North America	USA																				
USA/TX-HHD-2201071991/2021	North America	USA																				
USA/TX-HHD-211229C7253/2021	North America	USA																				
USA/TX-HHD-2112298466/2021	North America	USA																				
USA/TX-HHD-2112298138/2021	North America	USA																				
USA/TX-DSHS-15940/2022	North America	USA																				
USA/TX-DSHS-15927/2022	North America	USA																				
USA/TX-DSHS-15904/2022	North America	USA																				
USA/TX-DSHS-15853/2022	North America	USA																				
USA/TX-CDC-STM-67HVHXXP8/2022	North America	USA																				
USA/TX-DSHS-15550/2022	North America	USA																				
USA/TX-DSHS-15455/2022	North America	USA																				
USA/TX-DSHS-15449/2022	North America	USA																				
USA/TX-DSHS-15290/2022	North America	USA																				
USA/TX-DSHS-15174/2022	North America	USA																				
USA/TX-DSHS-15135/2022	North America	USA																				
USA/TX-DSHS-14879/2022	North America	USA																				
USA/TX-DSHS-14832/2022	North America	USA																				
USA/TX-DSHS-14831/2022	North America	USA																				
USA/TX-DSHS-15545/2022	North America	USA																				
USA/TX-HHD-2201122720/2021	North America	USA																				
USA/TX-CDC-STM-5JB3TM76A/2022	North America	USA																				
USA/TX-CDC-QDX33724182/2022	North America	USA																				
USA/TX-CDC-LC0443853/2021	North America	USA																				
USA/TX-CDC-LC0443736/2021	North America	USA																				
USA/TX-CDC-IBX860666307205/2022	North America	USA																				
USA/TX-CDC-FG-285220/2022	North America	USA																				
USA/TX-CDC-FG-275874/2022	North America	USA																				
USA/TX-CDC-FG-275470/2022	North America	USA																				
USA/TX-CDC-FG-274073/2022	North America	USA																				
USA/TX-CDC-FG-273452/2022	North America	USA																				
USA/TX-CDC-FG-267449/2022	North America	USA																				
USA/TX-CDC-FG-265928/2022	North America	USA																				
USA/TX-CDC-FG-265901/2022	North America	USA																				
USA/TX-CDC-FG-265888/2022	North America	USA																				
USA/TX-CDC-FG-265879/2022	North America	USA																				
USA/TX-CDC-FG-265530/2022	North America	USA																				
USA/TX-CDC-FG-261404/2022	North America	USA																				
USA/TX-CDC-FG-261178/2022	North America	USA																				
USA/TX-CDC-FG-260841/2022	North America	USA																				
USA/TX-CDC-LC0465720/2022	North America	USA																				
USA/TX-CDC-LC0469074/2021	North America	USA																				
USA/TX-CDC-LC0482081/2022	North America	USA																				
USA/TX-CDC-LC0488773/2022	North America	USA																				
USA/TX-CDC-QDX33724155/2022	North America	USA																				
USA/TX-CDC-QDX33164666/2022	North America	USA																				
USA/TX-CDC-QDX33164401/2022	North America	USA																				
USA/TX-CDC-QDX33164269/2022	North America	USA																				
USA/TX-CDC-QDX33164165/2022	North America	USA																				
USA/TX-CDC-QDX33164164/2022	North America	USA																				
USA/TX-CDC-QDX33163883/2022	North America	USA																				
USA/TX-CDC-QDX32932367/2022	North America	USA																				
USA/TX-CDC-QDX33831948/2022	North America	USA																				
USA/TX-CDC-QDX32932227/2022	North America	USA																				
USA/TX-CDC-QDX32845479/2022	North America	USA																				
USA/TX-CDC-QDX32791797/2022	North America	USA																				
USA/TX-CDC-QDX32498506/2021	North America	USA																				
USA/TX-CDC-LC0537695/2022	North America	USA																				
USA/TX-CDC-LC0528582/2022	North America	USA																				
USA/TX-CDC-LC0520783/2022	North America	USA																				
USA/TX-CDC-LC0516228/2022	North America	USA																				
USA/TX-CDC-LC0502993/2022	North America	USA																				
USA/TX-CDC-QDX32932165/2022	North America	USA																				
USA/UT-UPHL-220213006905/2022	North America	USA																				
USA/UT-UPHL-220213346385/2022	North America	USA																				
USA/UT-UPHL-220213820286/2021	North America	USA																				
USA/WI-CDC-FG-227307/2021	North America	USA																				
USA/WI-CDC-FG-222798/2021	North America	USA																				
USA/WI-CDC-FG-215527/2021	North America	USA																				
USA/WI-CDC-ASC210822249/2022	North America	USA																				
USA/WI-CDC-ASC210698337/2022	North America	USA																				
USA/WI-CDC-ASC210697185/2022	North America	USA																				
USA/WI-CDC-ASC210688229/2022	North America	USA																				
USA/WI-CDC-ASC210639385/2021	North America	USA																				
