strain	region	country
Austria/CeMM5733/2021	Europe	Austria
Austria/CeMM5710/2021	Europe	Austria
Austria/CeMM4261/2021	Europe	Austria
Austria/CeMM5709/2021	Europe	Austria
Austria/CeMM5716/2021	Europe	Austria
Austria/CeMM3644/2021	Europe	Austria
Austria/CeMM5696/2021	Europe	Austria
Austria/CeMM6428/2021	Europe	Austria
Austria/CeMM3625/2021	Europe	Austria
Austria/CeMM3247/2021	Europe	Austria
Austria/CeMM3094/2021	Europe	Austria
Austria/CeMM3574/2021	Europe	Austria
Austria/CeMM3575/2021	Europe	Austria
Austria/CeMM3576/2021	Europe	Austria
Austria/CeMM5722/2021	Europe	Austria
Austria/CeMM5692/2021	Europe	Austria
Austria/CeMM5685/2021	Europe	Austria
Austria/CeMM3579/2021	Europe	Austria
Austria/CeMM6413/2021	Europe	Austria
Austria/CeMM3571/2021	Europe	Austria
Austria/CeMM3612/2021	Europe	Austria
Austria/CeMM3632/2021	Europe	Austria
Austria/CeMM3592/2021	Europe	Austria
Austria/CeMM3587/2021	Europe	Austria
Austria/CeMM3556/2021	Europe	Austria
Austria/CeMM3563/2021	Europe	Austria
Austria/CeMM3633/2021	Europe	Austria
Austria/Fornach-03/2021	Europe	Austria
Austria/CeMM3634/2021	Europe	Austria
Austria/CeMM6386/2021	Europe	Austria
Austria/CeMM3614/2021	Europe	Austria
Austria/MUIV-0031/2021	Europe	Austria
Austria/MUIV-0024/2021	Europe	Austria
Austria/MUIV-0020/2021	Europe	Austria
Austria/CeMM6387/2021	Europe	Austria
Austria/CeMM3593/2021	Europe	Austria
Austria/CeMM6429/2021	Europe	Austria
Austria/CeMM3594/2021	Europe	Austria
Austria/CeMM3631/2021	Europe	Austria
Austria/CeMM3581/2021	Europe	Austria
Austria/CeMM3586/2021	Europe	Austria
Austria/CeMM3646/2021	Europe	Austria
Austria/CeMM3643/2021	Europe	Austria
Austria/CeMM3582/2021	Europe	Austria
Austria/CeMM3580/2021	Europe	Austria
Austria/CeMM3607/2021	Europe	Austria
Austria/CeMM3640/2021	Europe	Austria
Austria/CeMM4362/2021	Europe	Austria
Austria/CeMM3572/2021	Europe	Austria
Austria/MUW_1379219/2021	Europe	Austria
Austria/CeMM6390/2021	Europe	Austria
Austria/CeMM3630/2021	Europe	Austria
Austria/CeMM6412/2021	Europe	Austria
Austria/CeMM9583/2021	Europe	Austria
Austria/CeMM3624/2021	Europe	Austria
Austria/CeMM3573/2021	Europe	Austria
Austria/MUW_1377306/2021	Europe	Austria
Austria/CeMM3973/2021	Europe	Austria
Austria/CeMM6395/2021	Europe	Austria
Austria/CeMM4012/2021	Europe	Austria
Austria/CeMM3988/2021	Europe	Austria
Austria/CeMM4043/2021	Europe	Austria
Austria/CeMM3989/2021	Europe	Austria
Austria/CeMM3990/2021	Europe	Austria
Austria/CeMM3534/2021	Europe	Austria
Austria/CeMM3531/2021	Europe	Austria
Austria/CeMM4031/2021	Europe	Austria
Austria/CeMM4046/2021	Europe	Austria
Austria/CeMM6396/2021	Europe	Austria
Austria/CeMM4033/2021	Europe	Austria
Austria/CeMM6384/2021	Europe	Austria
Austria/CeMM4034/2021	Europe	Austria
Austria/CeMM6385/2021	Europe	Austria
Austria/MUW_1373349/2021	Europe	Austria
Austria/MUW_1373068/2021	Europe	Austria
Austria/CeMM4010/2021	Europe	Austria
Austria/CeMM4038/2021	Europe	Austria
Austria/CeMM4044/2021	Europe	Austria
Austria/CeMM4040/2021	Europe	Austria
Austria/CeMM6382/2021	Europe	Austria
Austria/CeMM4008/2021	Europe	Austria
Austria/CeMM5882/2021	Europe	Austria
Austria/CeMM6399/2021	Europe	Austria
Austria/CeMM3505/2021	Europe	Austria
Austria/CeMM4029/2021	Europe	Austria
Austria/CeMM3514/2021	Europe	Austria
Austria/CeMM4019/2021	Europe	Austria
Austria/CeMM4020/2021	Europe	Austria
Austria/CeMM4011/2021	Europe	Austria
Austria/CeMM4023/2021	Europe	Austria
Austria/CeMM3968/2021	Europe	Austria
Austria/CeMM3513/2021	Europe	Austria
Austria/CeMM4016/2021	Europe	Austria
Austria/CeMM4032/2021	Europe	Austria
Austria/CeMM4047/2021	Europe	Austria
Austria/CeMM6398/2021	Europe	Austria
Austria/CeMM3549/2021	Europe	Austria
Austria/CeMM3548/2021	Europe	Austria
Austria/CeMM4122/2021	Europe	Austria
Austria/CeMM4035/2021	Europe	Austria
Austria/CeMM4021/2021	Europe	Austria
Austria/CeMM6417/2021	Europe	Austria
Austria/CeMM7840/2021	Europe	Austria
Austria/CeMM6408/2021	Europe	Austria
Austria/CeMM5356/2021	Europe	Austria
Austria/CeMM6409/2021	Europe	Austria
Austria/CeMM5884/2021	Europe	Austria
Austria/CeMM5945/2021	Europe	Austria
Austria/CeMM6411/2021	Europe	Austria
Austria/CeMM6394/2021	Europe	Austria
Austria/CeMM9076/2021	Europe	Austria
Austria/CeMM7853/2021	Europe	Austria
Austria/CeMM3645/2021	Europe	Austria
Austria/CeMM6406/2021	Europe	Austria
Austria/CeMM3562/2021	Europe	Austria
Austria/CeMM7702/2021	Europe	Austria
Austria/CeMM3564/2021	Europe	Austria
Austria/CeMM3558/2021	Europe	Austria
Austria/CeMM3555/2021	Europe	Austria
Austria/KILM322a/2021	Europe	Austria
Austria/MUW_1377307/2021	Europe	Austria
Austria/CeMM4005/2021	Europe	Austria
Austria/CeMM6419/2021	Europe	Austria
Austria/CeMM6418/2021	Europe	Austria
Austria/CeMM6416/2021	Europe	Austria
Austria/CeMM4036/2021	Europe	Austria
Austria/CeMM6380/2021	Europe	Austria
Austria/CeMM4037/2021	Europe	Austria
Austria/CeMM4030/2021	Europe	Austria
Austria/CeMM4022/2021	Europe	Austria
Austria/CeMM4045/2021	Europe	Austria
Austria/CeMM3992/2021	Europe	Austria
Austria/CeMM4363/2021	Europe	Austria
Austria/MUIV-0002/2021	Europe	Austria
Austria/CeMM6426/2021	Europe	Austria
Austria/CeMM6421/2021	Europe	Austria
Austria/CeMM6425/2021	Europe	Austria
Austria/CeMM6424/2021	Europe	Austria
Austria/CeMM6423/2021	Europe	Austria
Austria/CeMM6405/2021	Europe	Austria
Austria/CeMM6422/2021	Europe	Austria
Austria/CeMM6420/2021	Europe	Austria
Austria/CeMM6383/2021	Europe	Austria
Austria/CeMM4125/2021	Europe	Austria
Austria/CeMM10980/2021	Europe	Austria
Austria/CeMM4024/2021	Europe	Austria
Austria/CeMM6403/2021	Europe	Austria
Austria/CeMM3983/2021	Europe	Austria
Austria/CeMM3997/2021	Europe	Austria
Austria/CeMM3982/2021	Europe	Austria
Austria/CeMM4000/2021	Europe	Austria
Austria/CeMM3975/2021	Europe	Austria
Austria/CeMM3976/2021	Europe	Austria
Austria/CeMM3999/2021	Europe	Austria
Austria/CeMM4001/2021	Europe	Austria
Austria/KILM381a/2021	Europe	Austria
Austria/CeMM3977/2021	Europe	Austria
Austria/CeMM3978/2021	Europe	Austria
Austria/CeMM6400/2021	Europe	Austria
Austria/CeMM6402/2021	Europe	Austria
Austria/CeMM3979/2021	Europe	Austria
Austria/CeMM3980/2021	Europe	Austria
Austria/CeMM3981/2021	Europe	Austria
Austria/CeMM3508/2021	Europe	Austria
Austria/CeMM3970/2021	Europe	Austria
Austria/CeMM3971/2021	Europe	Austria
Austria/CeMM3972/2021	Europe	Austria
Austria/CeMM4041/2021	Europe	Austria
Austria/CeMM3994/2021	Europe	Austria
Austria/CeMM3527/2021	Europe	Austria
Austria/CeMM4013/2021	Europe	Austria
Austria/CeMM3530/2021	Europe	Austria
Austria/CeMM3525/2021	Europe	Austria
Austria/CeMM3519/2021	Europe	Austria
Austria/CeMM3521/2021	Europe	Austria
Austria/CeMM4014/2021	Europe	Austria
Austria/CeMM3966/2021	Europe	Austria
Austria/CeMM3523/2021	Europe	Austria
Austria/CeMM6407/2021	Europe	Austria
Austria/CeMM3528/2021	Europe	Austria
Austria/CeMM3524/2021	Europe	Austria
Austria/CeMM6397/2021	Europe	Austria
Austria/CeMM4042/2021	Europe	Austria
Austria/CeMM6379/2021	Europe	Austria
Austria/CeMM4015/2021	Europe	Austria
Austria/CeMM3967/2021	Europe	Austria
Austria/CeMM4003/2021	Europe	Austria
Austria/CeMM4002/2021	Europe	Austria
Austria/CeMM4004/2021	Europe	Austria
Austria/CeMM3535/2021	Europe	Austria
Austria/CeMM4006/2021	Europe	Austria
Austria/CeMM3965/2021	Europe	Austria
Austria/CeMM4039/2021	Europe	Austria
Austria/CeMM3987/2021	Europe	Austria
Austria/CeMM3991/2021	Europe	Austria
Austria/CeMM4026/2021	Europe	Austria
Austria/CeMM3995/2021	Europe	Austria
Austria/CeMM4027/2021	Europe	Austria
Austria/CeMM3986/2021	Europe	Austria
Austria/CeMM3539/2021	Europe	Austria
Austria/CeMM4025/2021	Europe	Austria
Austria/CeMM3536/2021	Europe	Austria
Austria/CeMM4018/2021	Europe	Austria
Austria/CeMM4009/2021	Europe	Austria
Austria/CeMM4017/2021	Europe	Austria
Austria/CeMM4028/2021	Europe	Austria
Austria/CeMM3969/2021	Europe	Austria
Austria/CeMM3998/2021	Europe	Austria
Austria/CeMM6401/2021	Europe	Austria
Austria/CeMM3984/2021	Europe	Austria
Austria/CeMM3993/2021	Europe	Austria
Austria/CeMM3561/2021	Europe	Austria
Austria/CeMM3963/2020	Europe	Austria
Austria/CeMM3516/2021	Europe	Austria
Austria/CeMM3964/2021	Europe	Austria
Austria/CeMM6404/2021	Europe	Austria
Bahrain/920859646/2021	Asia	Bahrain
Bahrain/341841125/2021	Asia	Bahrain
Bahrain/920859222/2021	Asia	Bahrain
Bangladesh/ideSHi-T-3089/2021	Asia	Bangladesh
Philippines/PH-PGC-11116/2021	Asia	Philippines
Bangladesh/ideSHi-TR-1029/2021	Asia	Bangladesh
Bangladesh/ideSHi-TR-1967/2021	Asia	Bangladesh
Bangladesh/CHRF-0427/2021	Asia	Bangladesh
Bangladesh/CHRF-0461/2021	Asia	Bangladesh
Bangladesh/CHRF-0462/2021	Asia	Bangladesh
Bangladesh/CHRF-0482/2021	Asia	Bangladesh
Bangladesh/BCSIR-SUST-23/2021	Asia	Bangladesh
Bangladesh/ideSHi-ESP001/2021	Asia	Bangladesh
Singapore/454/2021	Asia	Singapore
Bangladesh/BCSIR-DU-30/2021	Asia	Bangladesh
Bangladesh/ideSHi-TR-330/2021	Asia	Bangladesh
Bangladesh/icddrb-7742/2021	Asia	Bangladesh
Bangladesh/BCSIR-03/2021	Asia	Bangladesh
Bangladesh/CHRF-0206/2021	Asia	Bangladesh
Bangladesh/ideSHi-IR-238/2021	Asia	Bangladesh
Bangladesh/ideSHi-TR-508/2021	Asia	Bangladesh
Bangladesh/icddrb-8228/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-710/2021	Asia	Bangladesh
Bangladesh/ideSHi-TR-748/2021	Asia	Bangladesh
Bangladesh/BCSIR-JU-04/2020	Asia	Bangladesh
Bangladesh/CHRF-0426/2021	Asia	Bangladesh
Thailand/SQ-CONI-0643/2021	Asia	Thailand
Singapore/279/2021	Asia	Singapore
Bangladesh/CHRF-0272_Pr/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-47/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-795/2021	Asia	Bangladesh
Singapore/384/2021	Asia	Singapore
Bangladesh/CHRF-0355/2021	Asia	Bangladesh
Bangladesh/CHRF-0258_Pr/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-23/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-42/2021	Asia	Bangladesh
Bangladesh/CHRF-0316/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-751/2021	Asia	Bangladesh
Bangladesh/CHRF-0289_CU/2021	Asia	Bangladesh
Bangladesh/CHRF-0251/2021	Asia	Bangladesh
Singapore/278/2021	Asia	Singapore
Bangladesh/BSMMU_Laila_27/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-742/2021	Asia	Bangladesh
Singapore/282/2021	Asia	Singapore
Singapore/283/2021	Asia	Singapore
Bangladesh/BCSIR-NILMRC-765/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-775/2021	Asia	Bangladesh
Bangladesh/CHRF-0336/2021	Asia	Bangladesh
Singapore/418/2021	Asia	Singapore
Bangladesh/BCSIR-NILMRC-769/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-682/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-659/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-679/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-683/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-687/2021	Asia	Bangladesh
Singapore/633/2021	Asia	Singapore
Singapore/385/2021	Asia	Singapore
Thailand/SQ-CONI-0640/2021	Asia	Thailand
Bangladesh/BCSIR-AFIP-30/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-20/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-25/2021	Asia	Bangladesh
Singapore/372/2021	Asia	Singapore
Bangladesh/BCSIR-NILMRC-703/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-736/2021	Asia	Bangladesh
Bangladesh/icddrb-057086/2021	Asia	Bangladesh
Bangladesh/icddrb-8193/2021	Asia	Bangladesh
Bangladesh/ideSHi-IR-197/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-663/2021	Asia	Bangladesh
Bangladesh/BCSIR-NILMRC-740/2021	Asia	Bangladesh
Bangladesh/BCSIR-AFIP-48/2021	Asia	Bangladesh
Bangladesh/BCSIR-SUST-34/2021	Asia	Bangladesh
Bangladesh/CHRF-0274_Pr/2021	Asia	Bangladesh
Bangladesh/IEDCR-OIS-247/2021	Asia	Bangladesh
Bangladesh/CHRF-0509_Pr/2021	Asia	Bangladesh
Belgium/rega-5283/2021	Europe	Belgium
Belgium/SJ4236743/2021	Europe	Belgium
Belgium/rega-7228/2021	Europe	Belgium
Belgium/rega-6485/2021	Europe	Belgium
Belgium/rega-4209/2021	Europe	Belgium
Belgium/rega-8015/2021	Europe	Belgium
Belgium/SJ4236544/2021	Europe	Belgium
Belgium/AZKLINA121-061240/2021	Europe	Belgium
Belgium/SJ4236745/2021	Europe	Belgium
Belgium/rega-5046/2021	Europe	Belgium
Belgium/rega-4229/2021	Europe	Belgium
Belgium/rega-5128/2021	Europe	Belgium
Belgium/rega-7359/2021	Europe	Belgium
Belgium/SJ4236423/2021	Europe	Belgium
Belgium/SJ4235215/2021	Europe	Belgium
Belgium/SJ4235035/2021	Europe	Belgium
Belgium/rega-4626/2021	Europe	Belgium
Belgium/ULG-13886/2021	Europe	Belgium
Belgium/AZKLINA121-061223/2021	Europe	Belgium
Belgium/ULG-13904/2021	Europe	Belgium
Belgium/rega-8256/2021	Europe	Belgium
Belgium/ZNA_21222369/2021	Europe	Belgium
Belgium/rega-5124/2021	Europe	Belgium
Belgium/UMONS-P01-72316-01/2021	Europe	Belgium
Belgium/rega-4647/2021	Europe	Belgium
Belgium/rega-5123/2021	Europe	Belgium
Belgium/rega-4228/2021	Europe	Belgium
Belgium/AZKLINA121-060184/2021	Europe	Belgium
Belgium/ULG-13927/2021	Europe	Belgium
Belgium/rega-5332/2021	Europe	Belgium
Belgium/ULG-11819/2021	Europe	Belgium
Belgium/ULG-16199/2021	Europe	Belgium
Belgium/rega-8564/2021	Europe	Belgium
Belgium/UZA-UA-THW827/2021	Europe	Belgium
Belgium/Jessa_55-2106-000044/2021	Europe	Belgium
Belgium/rega-5282/2021	Europe	Belgium
Belgium/AZDelta05413-2105R/2021	Europe	Belgium
Belgium/UZA-UA-CV2077752629/2021	Europe	Belgium
Belgium/IPG-94/2021	Europe	Belgium
Belgium/rega-4249/2021	Europe	Belgium
Belgium/AZKLINA121-082065/2021	Europe	Belgium
Belgium/UGent-3517/2021	Europe	Belgium
Belgium/UZA-UA-CV2074176864/2021	Europe	Belgium
Belgium/UZA-UA-CV2055273281/2021	Europe	Belgium
Belgium/SJ4252671/2021	Europe	Belgium
Belgium/UGent-3658/2021	Europe	Belgium
Belgium/Jessa_55-2103-000369/2021	Europe	Belgium
Belgium/Jessa_21-2105-001266/2021	Europe	Belgium
Belgium/Jessa_55-2105-000419/2021	Europe	Belgium
Belgium/SJ4252493/2021	Europe	Belgium
Belgium/Jessa_11-2104-001668/2021	Europe	Belgium
Belgium/SJ4254704/2021	Europe	Belgium
Belgium/SJ4252490/2021	Europe	Belgium
Belgium/SJ4257871/2021	Europe	Belgium
Belgium/AZDelta-23523/2021	Europe	Belgium
Belgium/SJ4258773/2021	Europe	Belgium
Belgium/Jessa_55-2112-001804/2021	Europe	Belgium
Belgium/CHUNamur13458976/2021	Europe	Belgium
Belgium/rega-4197/2021	Europe	Belgium
Belgium/AZKLINA121-078658/2021	Europe	Belgium
Belgium/ULG-11613/2021	Europe	Belgium
Belgium/rega-7248/2021	Europe	Belgium
Belgium/rega-5273/2021	Europe	Belgium
Belgium/rega-5085/2021	Europe	Belgium
Belgium/rega-6905/2021	Europe	Belgium
Belgium/rega-5364/2021	Europe	Belgium
Belgium/SJ4238381/2021	Europe	Belgium
Belgium/rega-4072/2021	Europe	Belgium
Belgium/rega-5266/2021	Europe	Belgium
Belgium/SJ4239662/2021	Europe	Belgium
Belgium/SJ4215465/2021	Europe	Belgium
Belgium/rega-6930/2021	Europe	Belgium
Belgium/rega-8641/2021	Europe	Belgium
Belgium/rega-6197/2021	Europe	Belgium
Belgium/SJ4239663/2021	Europe	Belgium
Belgium/rega-5568/2021	Europe	Belgium
Belgium/rega-5551/2021	Europe	Belgium
Belgium/rega-5267/2021	Europe	Belgium
Belgium/AZKLINA121-057318/2021	Europe	Belgium
Belgium/UZA-UA-CV0634836506/2021	Europe	Belgium
Belgium/AZDelta07698-2105R/2021	Europe	Belgium
Belgium/AZKLINA121-058131/2021	Europe	Belgium
Belgium/AZKLINA121-075831/2021	Europe	Belgium
